ROW_ID,CLUSTER_KMEANS,CLUSTER_HIER,CLUSTER_DBSCAN,IS_OUTLIER
201,1,2,,0
202,2,2,,0
203,1,2,,0
204,3,2,,0
205,3,2,,0
206,0,2,,0
207,0,2,,0
208,1,2,,0
209,1,2,,0
210,1,2,,0
211,3,2,,0
212,0,2,,0
213,3,2,,0
214,1,2,,0
215,1,2,,0
216,1,2,,0
217,3,2,,0
218,0,2,,0
219,0,2,,0
220,1,2,,0
221,1,2,,0
222,2,2,,0
223,4,2,,0
224,0,2,0.0,0
225,3,2,,0
226,3,2,0.0,0
227,3,2,,0
228,3,2,,0
229,2,2,,0
230,2,2,,0
231,1,2,,0
232,1,2,,0
233,0,2,,0
234,1,2,,0
235,2,2,,0
236,3,2,0.0,0
237,0,2,,0
238,3,2,,0
239,3,2,,0
240,0,2,,0
241,3,2,,0
242,1,2,,0
243,3,2,,0
244,3,2,0.0,0
245,1,2,,0
246,1,2,,0
247,1,2,,0
248,1,2,,0
249,0,2,,0
250,2,2,,0
251,1,2,,0
252,3,2,,0
253,3,2,,0
254,3,2,,0
255,3,2,,0
256,2,2,,0
257,1,2,,0
258,2,2,,0
259,0,2,,0
260,3,2,,0
261,0,2,,0
262,2,2,,0
263,2,2,,0
264,3,2,,0
265,1,2,,0
266,2,2,,0
267,1,2,,0
268,1,2,,0
269,3,2,,0
270,4,2,,0
271,1,2,,0
272,1,2,,0
273,2,2,,0
274,2,2,,0
275,1,2,,0
276,4,2,,0
277,0,2,,0
278,2,2,,0
279,1,2,,0
280,3,2,,0
281,4,2,,0
282,0,2,,0
283,3,2,,0
284,2,2,,0
285,3,2,,0
286,2,2,,0
287,1,2,,0
288,0,2,0.0,0
289,1,2,,0
290,3,2,,0
291,2,2,,0
292,3,2,,0
293,2,2,,0
294,2,2,,0
295,2,2,,0
296,3,2,,0
297,1,2,,0
298,1,2,,0
299,1,2,,0
300,2,2,,0
301,0,2,,0
302,2,2,,0
303,3,2,,0
304,1,2,,0
305,2,2,,0
306,3,2,,0
307,3,2,,0
308,1,2,,0
309,3,2,,0
310,1,2,,0
311,1,2,,0
312,1,2,,0
313,1,2,,0
314,3,2,,0
315,0,2,,0
316,3,2,,0
317,2,2,,0
318,0,2,,0
319,0,2,,0
320,0,2,,0
321,1,2,0.0,0
322,3,2,,0
323,0,2,,0
324,3,2,,0
325,3,2,,0
326,3,2,0.0,0
327,3,2,0.0,0
328,1,2,,0
329,1,2,,0
330,2,2,,0
331,2,2,,0
332,3,2,,0
333,1,2,,0
334,0,2,,0
335,2,2,,0
336,3,2,,0
337,3,2,,0
338,3,2,,0
339,3,2,,0
340,1,2,,0
341,0,2,,0
342,1,2,,0
343,2,2,,0
344,3,2,,0
345,2,2,0.0,0
346,1,2,0.0,0
347,1,2,0.0,0
348,4,2,,0
349,1,2,,0
350,2,2,,0
351,1,2,,0
352,2,2,,0
353,0,2,,0
354,3,2,,0
355,2,2,,0
356,2,2,,0
357,3,2,,0
358,1,2,,0
359,1,2,,0
360,2,2,,0
361,3,2,,0
362,2,2,,0
363,2,2,0.0,0
364,1,2,,0
365,1,2,,0
366,0,2,,0
367,0,2,,0
368,1,2,,0
369,3,2,,0
370,3,2,,0
371,3,2,0.0,0
372,2,2,,0
373,1,2,,0
374,0,2,,0
375,3,2,,0
376,3,2,,0
377,0,2,0.0,0
378,3,2,,0
379,0,2,,0
380,3,2,,0
381,3,2,,0
382,1,2,,0
383,2,2,,0
384,3,2,,0
385,1,2,,0
386,3,2,,0
387,3,2,,0
388,0,2,,0
389,2,2,,0
390,2,2,,0
391,0,2,,0
392,3,2,,0
393,0,2,,0
394,1,2,,0
395,3,2,,0
396,1,2,,0
397,1,2,,0
398,2,2,,0
399,1,2,,0
400,1,2,,0
401,1,2,,0
402,2,2,,0
403,1,2,,0
404,2,2,,0
405,3,2,,0
406,0,2,,0
407,3,2,,0
408,3,2,,0
409,0,2,,0
410,0,2,,0
411,0,2,,0
412,3,2,,0
413,1,2,,0
414,0,2,,0
415,1,2,,0
416,3,2,,0
417,0,2,,0
418,0,2,,0
419,0,2,,0
420,1,2,,0
421,2,2,,0
422,1,2,,0
423,1,2,,0
424,3,2,,0
425,2,2,,0
426,0,2,,0
427,2,2,,0
428,3,2,0.0,0
429,0,2,,0
430,1,2,,0
431,0,2,0.0,0
432,3,2,0.0,0
433,0,2,,0
434,3,2,,0
435,0,2,,0
436,0,2,,0
437,2,2,0.0,0
438,2,2,,0
439,1,2,,0
440,0,2,,0
441,0,2,0.0,0
442,1,2,,0
443,3,2,,0
444,3,2,,0
445,0,2,,0
446,4,2,,0
447,1,2,0.0,0
448,1,2,,0
449,3,2,,0
450,1,2,,0
451,1,2,,0
452,1,2,,0
453,2,2,,0
454,0,2,0.0,0
455,1,2,,0
456,1,2,,0
457,1,2,,0
458,2,2,0.0,0
459,1,2,,0
460,3,2,,0
461,2,2,,0
462,2,2,,0
463,1,2,,0
464,0,2,,0
465,1,2,,0
466,0,2,,0
467,2,2,,0
468,0,2,,0
469,0,2,,0
470,1,2,,0
471,3,2,0.0,0
472,2,2,,0
473,1,2,,0
474,1,2,,0
475,0,2,,0
476,3,2,,0
477,0,2,,0
478,4,1,,0
479,2,2,,0
480,3,2,,0
481,2,2,,0
482,1,2,,0
483,3,2,,0
484,1,2,,0
485,3,2,,0
486,1,2,,0
487,0,2,,0
488,3,2,,0
489,3,2,,0
490,3,2,0.0,0
491,3,2,,0
492,1,2,,0
493,3,2,,0
494,3,2,,0
495,2,2,,0
496,3,2,,0
497,3,2,,0
498,1,2,,0
499,1,2,,0
500,0,2,,0
501,1,2,,0
502,1,2,,0
503,0,2,,0
504,0,2,,0
505,0,2,,0
506,1,2,,0
507,1,2,,0
508,1,2,,0
509,0,2,,0
510,1,2,,0
511,3,2,,0
512,1,2,,0
513,3,2,,0
514,3,2,,0
515,0,2,,0
516,1,2,,0
517,3,2,,0
518,2,2,,0
519,3,2,,0
520,3,2,,0
521,0,2,,0
522,2,2,0.0,0
523,1,2,,0
524,1,2,,0
525,0,2,,0
526,2,2,,0
527,0,2,0.0,0
528,2,2,,0
529,3,2,,0
530,2,2,,0
531,2,2,,0
532,1,2,,0
533,0,2,,0
534,1,2,,0
535,1,2,,0
536,3,2,,0
537,2,2,,0
538,2,2,,0
539,3,2,,0
540,3,2,,0
541,3,2,,0
542,1,2,,0
543,1,2,0.0,0
544,0,2,0.0,0
545,3,2,,0
546,3,2,,0
547,0,2,,0
548,1,2,,0
549,2,2,,0
550,0,2,,0
551,0,2,,0
552,1,2,,0
553,1,2,,0
554,1,2,,0
555,1,2,,0
556,3,2,,0
557,3,2,,0
558,1,2,,0
559,0,2,,0
560,3,2,,0
561,1,2,,0
562,1,2,,0
563,1,2,,0
564,3,2,,0
565,0,2,,0
566,3,2,0.0,0
567,2,2,,0
568,3,2,,0
569,1,2,,0
570,1,2,,0
571,1,2,,0
572,2,2,,0
573,3,2,,0
574,0,2,,0
575,3,2,,0
576,1,2,,0
577,2,2,,0
578,1,2,,0
579,1,2,,0
580,1,2,0.0,0
581,1,2,,0
582,1,2,,0
583,3,2,,0
584,1,2,,0
585,0,2,,0
586,3,2,,0
587,3,2,,0
588,0,2,0.0,0
589,0,2,0.0,0
590,3,2,,0
591,3,2,,0
592,3,2,,0
593,1,2,,0
594,2,2,,0
595,1,2,,0
596,1,2,,0
597,0,2,,0
598,2,2,,0
599,3,2,,0
600,0,2,,0
601,2,2,,0
602,3,2,,0
603,1,2,,0
604,0,2,,0
605,1,2,,0
606,3,2,,0
607,1,2,,0
608,0,2,,0
609,0,2,,0
610,2,2,,0
611,1,2,,0
612,3,2,,0
613,3,2,,0
614,1,2,,0
615,3,2,,0
616,2,2,,0
617,1,2,,0
618,0,2,,0
619,3,2,,0
620,1,2,,0
621,0,2,,0
622,0,2,,0
623,3,2,,0
624,3,2,,0
625,1,2,,0
626,3,2,,0
627,1,2,,0
628,1,2,,0
629,0,2,,0
630,1,2,,0
631,3,2,,0
632,2,2,,0
633,1,2,,0
634,1,2,,0
635,3,2,0.0,0
636,1,2,,0
637,1,2,,0
638,2,2,,0
639,0,2,,0
640,1,2,,0
641,1,2,,0
642,1,2,,0
643,0,2,,0
644,0,2,,0
645,2,2,,0
646,1,2,,0
647,1,2,,0
648,1,2,,0
649,1,2,,0
650,1,2,,0
651,1,2,,0
652,0,2,0.0,0
653,1,2,,0
654,0,2,,0
655,3,2,,0
656,1,2,,0
657,1,2,,0
658,3,2,,0
659,3,2,,0
660,2,2,,0
661,1,2,,0
662,1,2,,0
663,1,2,0.0,0
664,3,2,,0
665,2,2,,0
666,3,2,,0
667,3,2,,0
668,1,2,,0
669,2,2,,0
670,1,2,,0
671,3,2,,0
672,0,2,0.0,0
673,3,2,,0
674,3,2,,0
675,0,2,,0
676,0,2,,0
677,1,2,,0
678,3,2,,0
679,1,2,,0
680,2,2,,0
681,0,2,,0
682,3,2,,0
683,3,2,,0
684,1,2,,0
685,3,2,,0
686,3,2,,0
687,3,2,,0
688,2,2,,0
689,3,2,,0
690,3,2,,0
691,3,2,,0
692,1,2,,0
693,2,2,,0
694,3,2,,0
695,2,2,,0
696,3,2,,0
697,2,2,,0
698,3,2,,0
699,3,2,,0
700,1,2,,0
701,3,2,,0
702,3,2,,0
703,0,2,,0
704,0,2,,0
705,3,2,,0
706,1,2,,0
707,2,2,,0
708,1,2,,0
709,3,2,,0
710,2,2,,0
711,3,2,,0
712,3,2,,0
713,3,2,,0
714,1,2,,0
715,1,2,,0
716,1,2,,0
717,3,2,,0
718,1,2,0.0,0
719,0,2,,0
720,1,2,,0
721,2,2,,0
722,2,2,,0
723,1,2,,0
724,1,2,,0
725,4,2,,0
726,2,2,,0
727,3,2,,0
728,3,2,,0
729,2,2,,0
730,3,2,,0
731,3,2,,0
732,3,2,,0
733,3,2,,0
734,1,2,,0
735,3,2,,0
736,0,2,,0
737,0,2,,0
738,1,2,,0
739,3,2,,0
740,2,2,,0
741,2,2,0.0,0
742,3,2,0.0,0
743,1,2,,0
744,1,2,,0
745,3,2,,0
746,2,2,,0
747,3,2,,0
748,0,2,,0
749,3,2,,0
750,1,2,,0
751,3,2,,0
752,2,2,,0
753,0,2,,0
754,0,2,,0
755,3,2,0.0,0
756,1,2,,0
757,2,2,0.0,0
758,3,2,,0
759,3,2,,0
760,3,2,,0
761,1,2,,0
762,1,2,,0
763,1,2,,0
764,0,2,,0
765,0,2,,0
766,2,2,,0
767,1,2,,0
768,2,2,0.0,0
769,1,2,,0
770,1,2,,0
771,0,2,,0
772,3,2,,0
773,1,2,,0
774,0,2,,0
775,0,2,,0
776,3,2,0.0,0
777,1,2,,0
778,1,2,,0
779,3,2,,0
780,3,2,,0
781,3,2,,0
782,0,2,,0
783,3,2,,0
784,3,2,,0
785,4,2,,0
786,2,2,,0
787,1,2,,0
788,2,2,,0
789,3,2,,0
790,3,2,,0
791,1,2,,0
792,2,2,,0
793,3,2,,0
794,0,2,,0
795,1,2,,0
796,1,2,,0
797,2,2,,0
798,3,2,,0
799,3,2,,0
800,1,2,,0
801,2,2,,0
802,2,2,,0
803,2,2,,0
804,3,2,,0
805,1,2,,0
806,2,2,0.0,0
807,2,2,,0
808,3,2,,0
809,4,2,,0
810,3,2,,0
811,1,2,,0
812,2,2,,0
813,3,2,,0
814,3,2,,0
815,1,2,,0
816,1,2,,0
817,2,2,0.0,0
818,3,2,,0
819,1,2,,0
820,1,2,,0
821,3,2,,0
822,1,2,,0
823,2,2,,0
824,2,2,,0
825,1,2,0.0,0
826,3,2,,0
827,0,2,,0
828,3,2,0.0,0
829,1,2,,0
830,2,2,0.0,0
831,3,2,,0
832,1,2,,0
833,1,2,,0
834,0,2,0.0,0
835,1,2,,0
836,0,2,,0
837,3,2,,0
838,0,2,,0
839,1,2,,0
840,2,2,,0
841,1,2,,0
842,3,2,,0
843,3,2,,0
844,1,2,,0
845,1,2,,0
846,2,2,,0
847,3,2,,0
848,3,2,,0
849,3,2,,0
850,3,2,,0
851,0,2,,0
852,0,2,,0
853,1,2,,0
854,3,2,,0
855,3,2,,0
856,3,2,,0
857,1,2,,0
858,1,2,,0
859,1,2,,0
860,3,2,,0
861,3,2,,0
862,3,2,,0
863,2,2,,0
864,3,2,,0
865,3,2,0.0,0
866,1,2,0.0,0
867,2,2,,0
868,3,2,,0
869,0,2,0.0,0
870,3,2,,0
871,3,2,,0
872,3,2,,0
873,3,2,,0
874,2,2,,0
875,3,2,,0
876,2,2,,0
877,3,2,,0
878,1,2,,0
879,3,2,0.0,0
880,3,2,,0
881,3,2,,0
882,2,2,,0
883,3,2,,0
884,3,2,,0
885,3,2,,0
886,1,2,,0
887,2,2,,0
888,2,2,,0
889,2,2,,0
890,2,2,,0
891,3,2,,0
892,3,2,,0
893,3,2,,0
894,3,2,,0
895,2,2,,0
896,3,2,,0
897,0,2,,0
898,1,2,,0
899,2,2,,0
900,2,2,,0
901,3,2,,0
902,0,2,,0
903,0,2,,0
904,3,2,,0
905,1,2,,0
906,3,2,,0
907,1,2,,0
908,1,2,,0
909,1,2,,0
910,2,2,,0
911,1,2,,0
912,3,2,,0
913,1,2,,0
914,1,2,,0
915,2,2,,0
916,0,2,,0
917,2,2,,0
918,3,2,,0
919,1,2,,0
920,1,2,,0
921,3,2,,0
922,1,2,,0
923,3,2,,0
924,0,2,,0
925,3,2,,0
926,0,2,,0
927,3,2,,0
928,3,2,,0
929,0,2,0.0,0
930,0,2,,0
931,2,2,,0
932,0,2,,0
933,0,2,0.0,0
934,2,2,,0
935,0,2,,0
936,1,2,,0
937,3,2,,0
938,3,2,,0
939,3,2,,0
940,0,2,,0
941,3,2,,0
942,1,2,,0
943,2,2,,0
944,2,2,,0
945,3,2,,0
946,1,2,,0
947,3,2,,0
948,3,2,,0
949,3,2,0.0,0
950,3,2,,0
951,4,2,,0
952,1,2,,0
953,3,2,,0
954,3,2,,0
955,2,2,,0
956,1,2,,0
957,0,2,,0
958,1,2,,0
959,3,2,,0
960,0,2,,0
961,0,2,,0
962,0,2,,0
963,3,2,,0
964,3,2,,0
965,1,2,,0
966,0,2,,0
967,3,2,,0
968,1,2,,0
969,1,2,,0
970,0,2,,0
971,3,2,,0
972,1,2,,0
973,3,2,,0
974,0,2,,0
975,0,2,,0
976,1,2,0.0,0
977,1,2,,0
978,1,2,,0
979,1,2,,0
980,2,2,,0
981,1,2,,0
982,3,2,,0
983,0,2,,0
984,0,2,0.0,0
985,2,2,,0
986,1,2,,0
987,3,2,,0
988,1,2,,0
989,0,2,,0
990,1,2,,0
991,2,2,,0
992,3,2,0.0,0
993,3,2,,0
994,3,2,0.0,0
995,0,2,,0
996,3,2,,0
997,0,2,,0
998,0,2,,0
999,0,2,,0
1000,3,2,,0
1001,1,2,,0
1002,3,2,,0
1003,3,2,,0
1004,3,2,,0
1005,3,2,,0
1006,0,2,,0
1007,1,2,,0
1008,1,2,,0
1009,1,2,,0
1010,0,2,,0
1011,0,2,,0
1012,0,2,0.0,0
1013,0,2,,0
1014,3,2,,0
1015,3,2,0.0,0
1016,0,2,,0
1017,3,2,,0
1018,2,2,,0
1019,0,2,,0
1020,0,2,0.0,0
1021,1,2,,0
1022,1,2,,0
1023,1,2,,0
1024,3,2,,0
1025,3,2,,0
1026,2,2,,0
1027,1,2,,0
1028,3,2,,0
1029,0,2,,0
1030,0,2,,0
1031,1,2,,0
1032,0,2,,0
1033,1,2,,0
1034,0,2,,0
1035,1,2,,0
1036,3,2,,0
1037,3,2,,0
1038,3,2,,0
1039,1,2,,0
1040,3,2,,0
1041,0,2,,0
1042,3,2,,0
1043,0,2,,0
1044,1,2,,0
1045,1,2,,0
1046,0,2,,0
1047,2,2,,0
1048,3,2,,0
1049,0,2,,0
1050,1,2,,0
1051,1,2,,0
1052,2,2,,0
1053,1,2,,0
1054,0,2,,0
1055,3,2,,0
1056,3,2,,0
1057,3,2,,0
1058,3,2,,0
1059,0,2,,0
1060,2,2,,0
1061,2,2,,0
1062,1,2,0.0,0
1063,1,2,,0
1064,3,2,0.0,0
1065,2,2,,0
1066,1,2,,0
1067,1,2,,0
1068,0,2,,0
1069,3,2,,0
1070,1,2,,0
1071,1,2,,0
1072,1,2,,0
1073,1,2,,0
1074,3,2,,0
1075,2,2,,0
1076,1,2,,0
1077,1,2,,0
1078,0,2,,0
1079,3,2,0.0,0
1080,1,2,,0
1081,1,2,,0
1082,3,2,,0
1083,3,2,,0
1084,3,2,,0
1085,3,2,,0
1086,1,2,,0
1087,3,2,,0
1088,1,2,,0
1089,1,2,,0
1090,3,2,0.0,0
1091,3,2,,0
1092,3,2,,0
1093,3,2,,0
1094,1,2,,0
1095,1,2,,0
1096,3,2,,0
1097,0,2,,0
1098,0,2,,0
1099,0,2,,0
1100,3,2,,0
1101,1,2,,0
1102,0,2,,0
1103,0,2,,0
1104,3,2,,0
1105,3,2,,0
1106,2,2,,0
1107,0,2,,0
1108,3,2,,0
1109,1,2,0.0,0
1110,3,2,,0
1111,1,2,0.0,0
1112,2,2,,0
1113,2,2,,0
1114,0,2,,0
1115,1,2,,0
1116,3,2,,0
1117,0,2,0.0,0
1118,2,2,,0
1119,1,2,,0
1120,1,2,,0
1121,0,2,,0
1122,3,2,,0
1123,2,2,,0
1124,1,2,,0
1125,0,2,,0
1126,1,2,,0
1127,0,2,0.0,0
1128,1,2,,0
1129,3,2,,0
1130,2,2,,0
1131,2,2,,0
1132,2,2,,0
1133,0,2,,0
1134,0,2,,0
1135,3,2,,0
1136,0,2,,0
1137,1,2,,0
1138,3,2,,0
1139,1,2,,0
1140,0,2,,0
1141,3,2,,0
1142,3,2,,0
1143,1,2,,0
1144,3,2,,0
1145,1,2,,0
1146,0,2,0.0,0
1147,0,2,,0
1148,2,2,,0
1149,0,2,,0
1150,1,2,0.0,0
1151,0,2,,0
1152,1,2,,0
1153,1,2,,0
1154,0,2,,0
1155,1,2,,0
1156,1,2,,0
1157,1,2,0.0,0
1158,1,2,,0
1159,1,2,,0
1160,3,2,,0
1161,1,2,,0
1162,0,2,,0
1163,0,2,,0
1164,1,2,,0
1165,2,2,,0
1166,0,2,,0
1167,3,2,,0
1168,3,2,,0
1169,1,2,,0
1170,2,2,,0
1171,2,2,,0
1172,1,2,,0
1173,2,2,,0
1174,1,2,,0
1175,0,2,,0
1176,3,2,,0
1177,3,2,,0
1178,2,2,0.0,0
1179,3,2,,0
1180,3,2,,0
1181,3,2,,0
1182,3,2,,0
1183,0,2,,0
1184,1,2,,0
1185,3,2,,0
1186,1,2,,0
1187,0,2,,0
1188,1,2,0.0,0
1189,0,2,,0
1190,3,2,,0
1191,2,2,,0
1192,0,2,,0
1193,2,2,,0
1194,0,2,0.0,0
1195,3,2,,0
1196,1,2,,0
1197,1,2,,0
1198,1,2,,0
1199,3,2,0.0,0
1200,3,2,,0
1201,3,2,,0
1202,2,2,,0
1203,3,2,,0
1204,1,2,,0
1205,3,2,,0
1206,3,2,,0
1207,3,2,,0
1208,2,2,,0
1209,0,2,,0
1210,0,2,,0
1211,2,2,,0
1212,0,2,,0
1213,3,2,,0
1214,2,2,0.0,0
1215,0,2,,0
1216,1,2,,0
1217,0,2,,0
1218,3,2,,0
1219,2,2,,0
1220,1,0,,0
1221,3,2,,0
1222,3,2,,0
1223,3,2,,0
1224,1,2,,0
1225,1,2,,0
1226,2,2,0.0,0
1227,3,2,,0
1228,1,2,,0
1229,1,2,,0
1230,0,2,,0
1231,3,2,,0
1232,2,2,,0
1233,1,2,,0
1234,1,2,,0
1235,3,2,,0
1236,3,2,,0
1237,3,2,,0
1238,2,2,,0
1239,1,2,,0
1240,3,2,,0
1241,2,2,,0
1242,1,2,,0
1243,3,2,0.0,0
1244,0,2,,0
1245,2,2,,0
1246,0,2,0.0,0
1247,3,2,,0
1248,4,2,,0
1249,1,2,,0
1250,0,2,,0
1251,2,2,,0
1252,0,2,,0
1253,3,2,0.0,0
1254,0,2,,0
1255,3,2,,0
1256,3,2,,0
1257,3,2,,0
1258,2,2,,0
1259,1,2,,0
1260,3,2,,0
1261,0,2,,0
1262,1,2,,0
1263,2,2,,0
1264,1,2,,0
1265,1,2,0.0,0
1266,0,2,,0
1267,3,2,,0
1268,3,2,0.0,0
1269,1,2,,0
1270,3,2,,0
1271,1,2,,0
1272,2,2,,0
1273,0,2,,0
1274,0,2,,0
1275,1,2,,0
1276,2,2,0.0,0
1277,1,2,,0
1278,3,2,,0
1279,1,2,,0
1280,1,2,,0
1281,3,2,,0
1282,3,2,,0
1283,3,2,,0
1284,1,2,,0
1285,0,2,,0
1286,1,2,,0
1287,1,2,,0
1288,0,2,0.0,0
1289,3,2,,0
1290,0,2,,0
1291,2,2,,0
1292,3,2,,0
1293,3,2,,0
1294,3,2,,0
1295,2,2,,0
1296,0,2,,0
1297,1,2,,0
1298,3,2,,0
1299,1,2,,0
1300,0,2,,0
1301,1,2,0.0,0
1302,2,2,,0
1303,1,2,,0
1304,0,2,,0
1305,2,2,,0
1306,2,2,,0
1307,0,2,,0
1308,3,2,,0
1309,3,2,,0
1310,1,2,0.0,0
1311,1,2,,0
1312,0,2,,0
1313,0,2,,0
1314,1,2,,0
1315,0,2,,0
1316,2,2,0.0,0
1317,3,2,,0
1318,2,2,,0
1319,3,2,,0
1320,3,2,,0
1321,3,2,,0
1322,3,2,0.0,0
1323,1,2,,0
1324,2,2,,0
1325,0,2,,0
1326,0,2,,0
1327,0,2,,0
1328,0,2,,0
1329,1,2,,0
1330,0,2,,0
1331,3,2,,0
1332,3,2,,0
1333,1,2,,0
1334,3,2,,0
1335,1,2,,0
1336,3,2,0.0,0
1337,0,2,,0
1338,1,2,,0
1339,3,2,,0
1340,1,2,,0
1341,1,2,,0
1342,1,2,,0
1343,1,2,,0
1344,0,2,,0
1345,3,2,,0
1346,1,2,,0
1347,2,2,,0
1348,1,2,,0
1349,1,2,,0
1350,1,2,,0
1351,2,2,,0
1352,0,2,,0
1353,0,2,,0
1354,2,2,,0
1355,3,2,,0
1356,0,2,,0
1357,0,2,0.0,0
1358,3,2,,0
1359,3,2,,0
1360,0,2,,0
1361,3,2,,0
1362,0,2,,0
1363,3,2,,0
1364,0,2,,0
1365,0,2,,0
1366,1,2,,0
1367,1,2,0.0,0
1368,1,2,,0
1369,1,2,,0
1370,1,2,,0
1371,1,2,,0
1372,2,2,,0
1373,3,2,,0
1374,3,2,,0
1375,0,2,,0
1376,1,2,,0
1377,3,2,,0
1378,0,2,,0
1379,3,2,,0
1380,0,2,0.0,0
1381,3,2,,0
1382,1,2,,0
1383,0,2,0.0,0
1384,0,2,,0
1385,3,2,,0
1386,3,2,0.0,0
1387,1,2,,0
1388,2,2,,0
1389,3,2,,0
1390,1,2,,0
1391,3,2,,0
1392,1,2,,0
1393,1,2,0.0,0
1394,4,2,,0
1395,1,2,,0
1396,3,2,,0
1397,1,2,0.0,0
1398,3,2,,0
1399,3,2,,0
1400,1,2,,0
1401,1,2,,0
1402,0,2,,0
1403,0,2,,0
1404,3,2,,0
1405,0,2,,0
1406,1,2,,0
1407,2,2,,0
1408,0,2,,0
1409,3,2,0.0,0
1410,0,2,,0
1411,0,2,,0
1412,0,2,,0
1413,3,2,,0
1414,0,2,,0
1415,2,2,,0
1416,3,2,,0
1417,1,2,,0
1418,1,2,,0
1419,3,2,,0
1420,3,2,,0
1421,2,2,0.0,0
1422,3,2,,0
1423,1,2,,0
1424,3,2,,0
1425,1,2,,0
1426,0,2,0.0,0
1427,0,2,,0
1428,1,2,,0
1429,3,2,,0
1430,0,2,,0
1431,2,2,,0
1432,3,2,,0
1433,0,2,,0
1434,2,2,,0
1435,3,2,,0
1436,0,2,,0
1437,1,2,,0
1438,3,2,,0
1439,3,2,,0
1440,3,2,,0
1441,3,2,,0
1442,0,2,,0
1443,0,2,,0
1444,0,2,,0
1445,3,2,,0
1446,4,1,,0
1447,3,2,,0
1448,0,2,,0
1449,0,2,,0
1450,0,2,,0
1451,2,2,,0
