field,label,bin_left,bin_right,bin_mid,applications,median,skewness,display_trim_quantile,share_beyond_display_range,zero_share
AMT_INCOME_TOTAL,Declared annual income,416947.5,428456.25,422701.875,620,153000.0,403.64966452975443,0.99,0.009961965446099003,0.0
AMT_INCOME_TOTAL,Declared annual income,428456.25,439965.0,434210.625,95,153000.0,403.64966452975443,0.99,0.009961965446099003,0.0
AMT_INCOME_TOTAL,Declared annual income,439965.0,451473.75,445719.375,3035,153000.0,403.64966452975443,0.99,0.009961965446099003,0.0
AMT_INCOME_TOTAL,Declared annual income,451473.75,462982.5,457228.125,23,153000.0,403.64966452975443,0.99,0.009961965446099003,0.0
AMT_INCOME_TOTAL,Declared annual income,462982.5,474491.25,468736.875,135,153000.0,403.64966452975443,0.99,0.009961965446099003,0.0
AMT_INCOME_TOTAL,Declared annual income,474491.25,486000.0,480245.625,39,153000.0,403.64966452975443,0.99,0.009961965446099003,0.0
AMT_CREDIT,Recorded loan amount,45000.0,94221.0,69610.5,6355,500211.0,1.283256137387743,0.995,0.004614672074777898,0.0
AMT_CREDIT,Recorded loan amount,94221.0,143442.0,118831.5,13776,500211.0,1.283256137387743,0.995,0.004614672074777898,0.0
AMT_CREDIT,Recorded loan amount,143442.0,192663.0,168052.5,21496,500211.0,1.283256137387743,0.995,0.004614672074777898,0.0
AMT_CREDIT,Recorded loan amount,192663.0,241884.0,217273.5,24198,500211.0,1.283256137387743,0.995,0.004614672074777898,0.0
AMT_CREDIT,Recorded loan amount,241884.0,291105.0,266494.5,36698,500211.0,1.283256137387743,0.995,0.004614672074777898,0.0
AMT_CREDIT,Recorded loan amount,291105.0,340326.0,315715.5,21175,500211.0,1.283256137387743,0.995,0.004614672074777898,0.0
AMT_CREDIT,Recorded loan amount,340326.0,389547.0,364936.5,13641,500211.0,1.283256137387743,0.995,0.004614672074777898,0.0
AMT_CREDIT,Recorded loan amount,389547.0,438768.0,414157.5,10355,500211.0,1.283256137387743,0.995,0.004614672074777898,0.0
AMT_CREDIT,Recorded loan amount,438768.0,487989.0,463378.5,24097,500211.0,1.283256137387743,0.995,0.004614672074777898,0.0
AMT_CREDIT,Recorded loan amount,487989.0,537210.0,512599.5,21261,500211.0,1.283256137387743,0.995,0.004614672074777898,0.0
AMT_CREDIT,Recorded loan amount,537210.0,586431.0,561820.5,20781,500211.0,1.283256137387743,0.995,0.004614672074777898,0.0
AMT_CREDIT,Recorded loan amount,586431.0,635652.0,611041.5,10835,500211.0,1.283256137387743,0.995,0.004614672074777898,0.0
AMT_CREDIT,Recorded loan amount,635652.0,684873.0,660262.5,19452,500211.0,1.283256137387743,0.995,0.004614672074777898,0.0
AMT_CREDIT,Recorded loan amount,684873.0,734094.0,709483.5,7644,500211.0,1.283256137387743,0.995,0.004614672074777898,0.0
AMT_CREDIT,Recorded loan amount,734094.0,783315.0,758704.5,13006,500211.0,1.283256137387743,0.995,0.004614672074777898,0.0
AMT_CREDIT,Recorded loan amount,783315.0,832536.0,807925.5,11606,500211.0,1.283256137387743,0.995,0.004614672074777898,0.0
AMT_CREDIT,Recorded loan amount,832536.0,881757.0,857146.5,6729,500211.0,1.283256137387743,0.995,0.004614672074777898,0.0
AMT_CREDIT,Recorded loan amount,881757.0,930978.0,906367.5,11324,500211.0,1.283256137387743,0.995,0.004614672074777898,0.0
AMT_CREDIT,Recorded loan amount,930978.0,980199.0,955588.5,5600,500211.0,1.283256137387743,0.995,0.004614672074777898,0.0
AMT_CREDIT,Recorded loan amount,980199.0,1029420.0,1004809.5,6825,500211.0,1.283256137387743,0.995,0.004614672074777898,0.0
AMT_CREDIT,Recorded loan amount,1029420.0,1078641.0,1054030.5,7662,500211.0,1.283256137387743,0.995,0.004614672074777898,0.0
AMT_CREDIT,Recorded loan amount,1078641.0,1127862.0,1103251.5,7530,500211.0,1.283256137387743,0.995,0.004614672074777898,0.0
AMT_CREDIT,Recorded loan amount,1127862.0,1177083.0,1152472.5,2518,500211.0,1.283256137387743,0.995,0.004614672074777898,0.0
AMT_CREDIT,Recorded loan amount,1177083.0,1226304.0,1201693.5,3164,500211.0,1.283256137387743,0.995,0.004614672074777898,0.0
AMT_CREDIT,Recorded loan amount,1226304.0,1275525.0,1250914.5,3580,500211.0,1.283256137387743,0.995,0.004614672074777898,0.0
AMT_CREDIT,Recorded loan amount,1275525.0,1324746.0,1300135.5,5301,500211.0,1.283256137387743,0.995,0.004614672074777898,0.0
AMT_CREDIT,Recorded loan amount,1324746.0,1373967.0,1349356.5,4313,500211.0,1.283256137387743,0.995,0.004614672074777898,0.0
AMT_CREDIT,Recorded loan amount,1373967.0,1423188.0,1398577.5,866,500211.0,1.283256137387743,0.995,0.004614672074777898,0.0
AMT_CREDIT,Recorded loan amount,1423188.0,1472409.0,1447798.5,1564,500211.0,1.283256137387743,0.995,0.004614672074777898,0.0
AMT_CREDIT,Recorded loan amount,1472409.0,1521630.0,1497019.5,1422,500211.0,1.283256137387743,0.995,0.004614672074777898,0.0
AMT_CREDIT,Recorded loan amount,1521630.0,1570851.0,1546240.5,2360,500211.0,1.283256137387743,0.995,0.004614672074777898,0.0
AMT_CREDIT,Recorded loan amount,1570851.0,1620072.0,1595461.5,1475,500211.0,1.283256137387743,0.995,0.004614672074777898,0.0
AMT_CREDIT,Recorded loan amount,1620072.0,1669293.0,1644682.5,527,500211.0,1.283256137387743,0.995,0.004614672074777898,0.0
AMT_CREDIT,Recorded loan amount,1669293.0,1718514.0,1693903.5,517,500211.0,1.283256137387743,0.995,0.004614672074777898,0.0
AMT_CREDIT,Recorded loan amount,1718514.0,1767735.0,1743124.5,1366,500211.0,1.283256137387743,0.995,0.004614672074777898,0.0
AMT_CREDIT,Recorded loan amount,1767735.0,1816956.0,1792345.5,1506,500211.0,1.283256137387743,0.995,0.004614672074777898,0.0
AMT_CREDIT,Recorded loan amount,1816956.0,1866177.0,1841566.5,201,500211.0,1.283256137387743,0.995,0.004614672074777898,0.0
AMT_CREDIT,Recorded loan amount,1866177.0,1915398.0,1890787.5,324,500211.0,1.283256137387743,0.995,0.004614672074777898,0.0
AMT_CREDIT,Recorded loan amount,1915398.0,1964619.0,1940008.5,342,500211.0,1.283256137387743,0.995,0.004614672074777898,0.0
AMT_CREDIT,Recorded loan amount,1964619.0,2013840.0,1989229.5,1219,500211.0,1.283256137387743,0.995,0.004614672074777898,0.0
AMT_ANNUITY,Scheduled payment,1615.5,3621.0375,2618.26875,217,25078.5,1.5697177792321957,0.995,0.004980082477352415,0.0
AMT_ANNUITY,Scheduled payment,3621.0375,5626.575,4623.80625,2384,25078.5,1.5697177792321957,0.995,0.004980082477352415,0.0
AMT_ANNUITY,Scheduled payment,5626.575,7632.112499999999,6629.34375,7138,25078.5,1.5697177792321957,0.995,0.004980082477352415,0.0
AMT_ANNUITY,Scheduled payment,7632.112499999999,9637.65,8634.881249999999,14749,25078.5,1.5697177792321957,0.995,0.004980082477352415,0.0
AMT_ANNUITY,Scheduled payment,9637.65,11643.1875,10640.41875,15079,25078.5,1.5697177792321957,0.995,0.004980082477352415,0.0
AMT_ANNUITY,Scheduled payment,11643.1875,13648.724999999999,12645.95625,20392,25078.5,1.5697177792321957,0.995,0.004980082477352415,0.0
AMT_ANNUITY,Scheduled payment,13648.724999999999,15654.262499999999,14651.493749999998,16759,25078.5,1.5697177792321957,0.995,0.004980082477352415,0.0
AMT_ANNUITY,Scheduled payment,15654.262499999999,17659.8,16657.03125,22284,25078.5,1.5697177792321957,0.995,0.004980082477352415,0.0
AMT_ANNUITY,Scheduled payment,17659.8,19665.337499999998,18662.56875,18725,25078.5,1.5697177792321957,0.995,0.004980082477352415,0.0
AMT_ANNUITY,Scheduled payment,19665.337499999998,21670.875,20668.106249999997,19735,25078.5,1.5697177792321957,0.995,0.004980082477352415,0.0
AMT_ANNUITY,Scheduled payment,21670.875,23676.4125,22673.64375,24083,25078.5,1.5697177792321957,0.995,0.004980082477352415,0.0
AMT_ANNUITY,Scheduled payment,23676.4125,25681.949999999997,24679.181249999998,23643,25078.5,1.5697177792321957,0.995,0.004980082477352415,0.0
AMT_ANNUITY,Scheduled payment,25681.949999999997,27687.4875,26684.71875,23911,25078.5,1.5697177792321957,0.995,0.004980082477352415,0.0
AMT_ANNUITY,Scheduled payment,27687.4875,29693.024999999998,28690.25625,16176,25078.5,1.5697177792321957,0.995,0.004980082477352415,0.0
AMT_ANNUITY,Scheduled payment,29693.024999999998,31698.5625,30695.793749999997,20146,25078.5,1.5697177792321957,0.995,0.004980082477352415,0.0
AMT_ANNUITY,Scheduled payment,31698.5625,33704.1,32701.33125,14047,25078.5,1.5697177792321957,0.995,0.004980082477352415,0.0
AMT_ANNUITY,Scheduled payment,33704.1,35709.6375,34706.868749999994,12325,25078.5,1.5697177792321957,0.995,0.004980082477352415,0.0
AMT_ANNUITY,Scheduled payment,35709.6375,37715.174999999996,36712.40625,11925,25078.5,1.5697177792321957,0.995,0.004980082477352415,0.0
AMT_ANNUITY,Scheduled payment,37715.174999999996,39720.7125,38717.94375,10832,25078.5,1.5697177792321957,0.995,0.004980082477352415,0.0
AMT_ANNUITY,Scheduled payment,39720.7125,41726.25,40723.48125,8554,25078.5,1.5697177792321957,0.995,0.004980082477352415,0.0
AMT_ANNUITY,Scheduled payment,41726.25,43731.7875,42729.01875,8029,25078.5,1.5697177792321957,0.995,0.004980082477352415,0.0
AMT_ANNUITY,Scheduled payment,43731.7875,45737.325,44734.556249999994,6375,25078.5,1.5697177792321957,0.995,0.004980082477352415,0.0
AMT_ANNUITY,Scheduled payment,45737.325,47742.862499999996,46740.09375,6034,25078.5,1.5697177792321957,0.995,0.004980082477352415,0.0
AMT_ANNUITY,Scheduled payment,47742.862499999996,49748.399999999994,48745.63124999999,5449,25078.5,1.5697177792321957,0.995,0.004980082477352415,0.0
AMT_ANNUITY,Scheduled payment,49748.399999999994,51753.9375,50751.16875,3874,25078.5,1.5697177792321957,0.995,0.004980082477352415,0.0
AMT_ANNUITY,Scheduled payment,51753.9375,53759.475,52756.70625,5400,25078.5,1.5697177792321957,0.995,0.004980082477352415,0.0
AMT_ANNUITY,Scheduled payment,53759.475,55765.0125,54762.243749999994,2667,25078.5,1.5697177792321957,0.995,0.004980082477352415,0.0
AMT_ANNUITY,Scheduled payment,55765.0125,57770.549999999996,56767.78125,3074,25078.5,1.5697177792321957,0.995,0.004980082477352415,0.0
AMT_ANNUITY,Scheduled payment,57770.549999999996,59776.087499999994,58773.31874999999,1765,25078.5,1.5697177792321957,0.995,0.004980082477352415,0.0
AMT_ANNUITY,Scheduled payment,59776.087499999994,61781.625,60778.85625,1078,25078.5,1.5697177792321957,0.995,0.004980082477352415,0.0
AMT_ANNUITY,Scheduled payment,61781.625,63787.1625,62784.39375,2161,25078.5,1.5697177792321957,0.995,0.004980082477352415,0.0
AMT_ANNUITY,Scheduled payment,63787.1625,65792.7,64789.931249999994,666,25078.5,1.5697177792321957,0.995,0.004980082477352415,0.0
AMT_ANNUITY,Scheduled payment,65792.7,67798.2375,66795.46875,1508,25078.5,1.5697177792321957,0.995,0.004980082477352415,0.0
AMT_ANNUITY,Scheduled payment,67798.2375,69803.775,68801.00625,1033,25078.5,1.5697177792321957,0.995,0.004980082477352415,0.0
AMT_ANNUITY,Scheduled payment,69803.775,71809.3125,70806.54375,546,25078.5,1.5697177792321957,0.995,0.004980082477352415,0.0
AMT_ANNUITY,Scheduled payment,71809.3125,73814.84999999999,72812.08124999999,538,25078.5,1.5697177792321957,0.995,0.004980082477352415,0.0
AMT_ANNUITY,Scheduled payment,73814.84999999999,75820.3875,74817.61875,467,25078.5,1.5697177792321957,0.995,0.004980082477352415,0.0
AMT_ANNUITY,Scheduled payment,75820.3875,77825.925,76823.15625,225,25078.5,1.5697177792321957,0.995,0.004980082477352415,0.0
AMT_ANNUITY,Scheduled payment,77825.925,79831.4625,78828.69375,274,25078.5,1.5697177792321957,0.995,0.004980082477352415,0.0
AMT_ANNUITY,Scheduled payment,79831.4625,81837.0,80834.23125,178,25078.5,1.5697177792321957,0.995,0.004980082477352415,0.0
EXT_SOURCE_2,External score 2,8.173616518884397e-08,0.02137507135287859,0.01068757654452189,2571,0.5648491432489063,-0.793076393805539,1.0,0.0,0.0
EXT_SOURCE_2,External score 2,0.02137507135287859,0.04275006096959199,0.03206256616123529,2480,0.5648491432489063,-0.793076393805539,1.0,0.0,0.0
EXT_SOURCE_2,External score 2,0.04275006096959199,0.06412505058630538,0.05343755577794869,2667,0.5648491432489063,-0.793076393805539,1.0,0.0,0.0
EXT_SOURCE_2,External score 2,0.06412505058630538,0.08550004020301878,0.07481254539466209,2921,0.5648491432489063,-0.793076393805539,1.0,0.0,0.0
EXT_SOURCE_2,External score 2,0.08550004020301878,0.10687502981973218,0.09618753501137547,3024,0.5648491432489063,-0.793076393805539,1.0,0.0,0.0
EXT_SOURCE_2,External score 2,0.10687502981973218,0.1282500194364456,0.11756252462808889,2894,0.5648491432489063,-0.793076393805539,1.0,0.0,0.0
EXT_SOURCE_2,External score 2,0.1282500194364456,0.14962500905315898,0.13893751424480227,3289,0.5648491432489063,-0.793076393805539,1.0,0.0,0.0
EXT_SOURCE_2,External score 2,0.14962500905315898,0.1709999986698724,0.1603125038615157,5402,0.5648491432489063,-0.793076393805539,1.0,0.0,0.0
EXT_SOURCE_2,External score 2,0.1709999986698724,0.1923749882865858,0.1816874934782291,4297,0.5648491432489063,-0.793076393805539,1.0,0.0,0.0
EXT_SOURCE_2,External score 2,0.1923749882865858,0.2137499779032992,0.20306248309494251,4740,0.5648491432489063,-0.793076393805539,1.0,0.0,0.0
EXT_SOURCE_2,External score 2,0.2137499779032992,0.23512496752001258,0.22443747271165587,4614,0.5648491432489063,-0.793076393805539,1.0,0.0,0.0
EXT_SOURCE_2,External score 2,0.23512496752001258,0.25649995713672596,0.24581246232836929,5645,0.5648491432489063,-0.793076393805539,1.0,0.0,0.0
EXT_SOURCE_2,External score 2,0.25649995713672596,0.2778749467534394,0.26718745194508264,7439,0.5648491432489063,-0.793076393805539,1.0,0.0,0.0
EXT_SOURCE_2,External score 2,0.2778749467534394,0.29924993637015274,0.28856244156179606,6447,0.5648491432489063,-0.793076393805539,1.0,0.0,0.0
EXT_SOURCE_2,External score 2,0.29924993637015274,0.32062492598686615,0.30993743117850947,5929,0.5648491432489063,-0.793076393805539,1.0,0.0,0.0
EXT_SOURCE_2,External score 2,0.32062492598686615,0.34199991560357956,0.33131242079522283,6473,0.5648491432489063,-0.793076393805539,1.0,0.0,0.0
EXT_SOURCE_2,External score 2,0.34199991560357956,0.363374905220293,0.3526874104119363,7530,0.5648491432489063,-0.793076393805539,1.0,0.0,0.0
EXT_SOURCE_2,External score 2,0.363374905220293,0.3847498948370064,0.37406240002864966,7054,0.5648491432489063,-0.793076393805539,1.0,0.0,0.0
EXT_SOURCE_2,External score 2,0.3847498948370064,0.40612488445371975,0.39543738964536307,7495,0.5648491432489063,-0.793076393805539,1.0,0.0,0.0
EXT_SOURCE_2,External score 2,0.40612488445371975,0.42749987407043316,0.4168123792620765,8157,0.5648491432489063,-0.793076393805539,1.0,0.0,0.0
EXT_SOURCE_2,External score 2,0.42749987407043316,0.4488748636871466,0.43818736887878984,8912,0.5648491432489063,-0.793076393805539,1.0,0.0,0.0
EXT_SOURCE_2,External score 2,0.4488748636871466,0.47024985330385993,0.45956235849550325,9799,0.5648491432489063,-0.793076393805539,1.0,0.0,0.0
EXT_SOURCE_2,External score 2,0.47024985330385993,0.49162484292057335,0.48093734811221667,11059,0.5648491432489063,-0.793076393805539,1.0,0.0,0.0
EXT_SOURCE_2,External score 2,0.49162484292057335,0.5129998325372868,0.50231233772893,12080,0.5648491432489063,-0.793076393805539,1.0,0.0,0.0
EXT_SOURCE_2,External score 2,0.5129998325372868,0.5343748221540001,0.5236873273456435,13166,0.5648491432489063,-0.793076393805539,1.0,0.0,0.0
EXT_SOURCE_2,External score 2,0.5343748221540001,0.5557498117707136,0.5450623169623569,14929,0.5648491432489063,-0.793076393805539,1.0,0.0,0.0
EXT_SOURCE_2,External score 2,0.5557498117707136,0.5771248013874269,0.5664373065790702,16360,0.5648491432489063,-0.793076393805539,1.0,0.0,0.0
EXT_SOURCE_2,External score 2,0.5771248013874269,0.5984997910041403,0.5878122961957837,18200,0.5648491432489063,-0.793076393805539,1.0,0.0,0.0
EXT_SOURCE_2,External score 2,0.5984997910041403,0.6198747806208538,0.609187285812497,19127,0.5648491432489063,-0.793076393805539,1.0,0.0,0.0
EXT_SOURCE_2,External score 2,0.6198747806208538,0.6412497702375671,0.6305622754292104,20583,0.5648491432489063,-0.793076393805539,1.0,0.0,0.0
EXT_SOURCE_2,External score 2,0.6412497702375671,0.6626247598542806,0.6519372650459239,21102,0.5648491432489063,-0.793076393805539,1.0,0.0,0.0
EXT_SOURCE_2,External score 2,0.6626247598542806,0.683999749470994,0.6733122546626373,20540,0.5648491432489063,-0.793076393805539,1.0,0.0,0.0
EXT_SOURCE_2,External score 2,0.683999749470994,0.7053747390877073,0.6946872442793506,19855,0.5648491432489063,-0.793076393805539,1.0,0.0,0.0
EXT_SOURCE_2,External score 2,0.7053747390877073,0.7267497287044208,0.716062233896064,16975,0.5648491432489063,-0.793076393805539,1.0,0.0,0.0
EXT_SOURCE_2,External score 2,0.7267497287044208,0.7481247183211341,0.7374372235127775,14273,0.5648491432489063,-0.793076393805539,1.0,0.0,0.0
EXT_SOURCE_2,External score 2,0.7481247183211341,0.7694997079378476,0.7588122131294909,9975,0.5648491432489063,-0.793076393805539,1.0,0.0,0.0
EXT_SOURCE_2,External score 2,0.7694997079378476,0.790874697554561,0.7801872027462042,5691,0.5648491432489063,-0.793076393805539,1.0,0.0,0.0
EXT_SOURCE_2,External score 2,0.790874697554561,0.8122496871712743,0.8015621923629177,1814,0.5648491432489063,-0.793076393805539,1.0,0.0,0.0
EXT_SOURCE_2,External score 2,0.8122496871712743,0.8336246767879878,0.8229371819796311,48,0.5648491432489063,-0.793076393805539,1.0,0.0,0.0
EXT_SOURCE_2,External score 2,0.8336246767879878,0.8549996664047012,0.8443121715963444,31,0.5648491432489063,-0.793076393805539,1.0,0.0,0.0
CREDIT_TO_INCOME,Loan amount as a multiple of income,0.004807615384615385,0.3227985361111111,0.16380307574786324,457,3.158857142857143,1.8704271199502898,0.99,0.009992842205723428,0.0
CREDIT_TO_INCOME,Loan amount as a multiple of income,0.3227985361111111,0.6407894568376068,0.48179399647435894,4760,3.158857142857143,1.8704271199502898,0.99,0.009992842205723428,0.0
CREDIT_TO_INCOME,Loan amount as a multiple of income,0.6407894568376068,0.9587803775641025,0.7997849172008547,11521,3.158857142857143,1.8704271199502898,0.99,0.009992842205723428,0.0
CREDIT_TO_INCOME,Loan amount as a multiple of income,0.9587803775641025,1.2767712982905983,1.1177758379273504,18850,3.158857142857143,1.8704271199502898,0.99,0.009992842205723428,0.0
CREDIT_TO_INCOME,Loan amount as a multiple of income,1.2767712982905983,1.594762219017094,1.435766758653846,21632,3.158857142857143,1.8704271199502898,0.99,0.009992842205723428,0.0
CREDIT_TO_INCOME,Loan amount as a multiple of income,1.594762219017094,1.9127531397435897,1.753757679380342,24576,3.158857142857143,1.8704271199502898,0.99,0.009992842205723428,0.0
CREDIT_TO_INCOME,Loan amount as a multiple of income,1.9127531397435897,2.230744060470085,2.0717486001068375,26881,3.158857142857143,1.8704271199502898,0.99,0.009992842205723428,0.0
CREDIT_TO_INCOME,Loan amount as a multiple of income,2.230744060470085,2.548734981196581,2.389739520833333,25514,3.158857142857143,1.8704271199502898,0.99,0.009992842205723428,0.0
CREDIT_TO_INCOME,Loan amount as a multiple of income,2.548734981196581,2.866725901923077,2.707730441559829,23348,3.158857142857143,1.8704271199502898,0.99,0.009992842205723428,0.0
CREDIT_TO_INCOME,Loan amount as a multiple of income,2.866725901923077,3.1847168226495723,3.0257213622863244,22327,3.158857142857143,1.8704271199502898,0.99,0.009992842205723428,0.0
CREDIT_TO_INCOME,Loan amount as a multiple of income,3.1847168226495723,3.502707743376068,3.3437122830128203,19833,3.158857142857143,1.8704271199502898,0.99,0.009992842205723428,0.0
CREDIT_TO_INCOME,Loan amount as a multiple of income,3.502707743376068,3.8206986641025638,3.661703203739316,16424,3.158857142857143,1.8704271199502898,0.99,0.009992842205723428,0.0
CREDIT_TO_INCOME,Loan amount as a multiple of income,3.8206986641025638,4.13868958482906,3.979694124465812,15999,3.158857142857143,1.8704271199502898,0.99,0.009992842205723428,0.0
CREDIT_TO_INCOME,Loan amount as a multiple of income,4.13868958482906,4.456680505555555,4.297685045192308,13544,3.158857142857143,1.8704271199502898,0.99,0.009992842205723428,0.0
CREDIT_TO_INCOME,Loan amount as a multiple of income,4.456680505555555,4.774671426282051,4.615675965918803,11393,3.158857142857143,1.8704271199502898,0.99,0.009992842205723428,0.0
CREDIT_TO_INCOME,Loan amount as a multiple of income,4.774671426282051,5.092662347008547,4.933666886645299,13674,3.158857142857143,1.8704271199502898,0.99,0.009992842205723428,0.0
CREDIT_TO_INCOME,Loan amount as a multiple of income,5.092662347008547,5.410653267735043,5.251657807371795,8699,3.158857142857143,1.8704271199502898,0.99,0.009992842205723428,0.0
CREDIT_TO_INCOME,Loan amount as a multiple of income,5.410653267735043,5.728644188461539,5.569648728098291,9459,3.158857142857143,1.8704271199502898,0.99,0.009992842205723428,0.0
CREDIT_TO_INCOME,Loan amount as a multiple of income,5.728644188461539,6.046635109188034,5.887639648824786,9114,3.158857142857143,1.8704271199502898,0.99,0.009992842205723428,0.0
CREDIT_TO_INCOME,Loan amount as a multiple of income,6.046635109188034,6.36462602991453,6.205630569551282,6368,3.158857142857143,1.8704271199502898,0.99,0.009992842205723428,0.0
CREDIT_TO_INCOME,Loan amount as a multiple of income,6.36462602991453,6.682616950641026,6.523621490277778,6472,3.158857142857143,1.8704271199502898,0.99,0.009992842205723428,0.0
CREDIT_TO_INCOME,Loan amount as a multiple of income,6.682616950641026,7.000607871367521,6.841612411004274,5716,3.158857142857143,1.8704271199502898,0.99,0.009992842205723428,0.0
CREDIT_TO_INCOME,Loan amount as a multiple of income,7.000607871367521,7.318598792094017,7.159603331730769,4786,3.158857142857143,1.8704271199502898,0.99,0.009992842205723428,0.0
CREDIT_TO_INCOME,Loan amount as a multiple of income,7.318598792094017,7.636589712820513,7.477594252457265,4501,3.158857142857143,1.8704271199502898,0.99,0.009992842205723428,0.0
CREDIT_TO_INCOME,Loan amount as a multiple of income,7.636589712820513,7.954580633547009,7.795585173183761,2950,3.158857142857143,1.8704271199502898,0.99,0.009992842205723428,0.0
CREDIT_TO_INCOME,Loan amount as a multiple of income,7.954580633547009,8.272571554273505,8.113576093910257,3909,3.158857142857143,1.8704271199502898,0.99,0.009992842205723428,0.0
CREDIT_TO_INCOME,Loan amount as a multiple of income,8.272571554273505,8.590562475,8.431567014636752,3382,3.158857142857143,1.8704271199502898,0.99,0.009992842205723428,0.0
