ROW_ID,iqr_outlier_count,zscore_outlier_count,is_iqr_outlier,is_zscore_outlier,is_statistical_outlier,statistical_method
277,0,0,False,False,False,None
278,3,0,True,False,True,IQR
279,1,0,False,False,False,None
280,2,0,False,False,False,None
281,9,3,True,True,True,Both
282,4,1,True,False,True,IQR
283,5,0,True,False,True,IQR
284,8,3,True,True,True,Both
285,3,0,True,False,True,IQR
286,7,1,True,False,True,IQR
287,2,0,False,False,False,None
288,3,0,True,False,True,IQR
289,0,0,False,False,False,None
290,2,0,False,False,False,None
291,5,1,True,False,True,IQR
292,2,0,False,False,False,None
293,7,0,True,False,True,IQR
294,7,3,True,True,True,Both
295,8,1,True,False,True,IQR
296,3,0,True,False,True,IQR
297,2,1,False,False,False,None
298,3,1,True,False,True,IQR
299,3,0,True,False,True,IQR
300,3,0,True,False,True,IQR
301,3,0,True,False,True,IQR
302,5,0,True,False,True,IQR
303,2,0,False,False,False,None
304,3,1,True,False,True,IQR
305,8,2,True,False,True,IQR
306,3,0,True,False,True,IQR
307,2,0,False,False,False,None
308,8,1,True,False,True,IQR
309,2,0,False,False,False,None
310,3,0,True,False,True,IQR
311,2,1,False,False,False,None
312,1,0,False,False,False,None
313,2,1,False,False,False,None
314,1,0,False,False,False,None
315,2,0,False,False,False,None
316,1,0,False,False,False,None
317,5,0,True,False,True,IQR
318,1,0,False,False,False,None
319,3,1,True,False,True,IQR
320,2,1,False,False,False,None
321,5,0,True,False,True,IQR
322,5,1,True,False,True,IQR
323,3,0,True,False,True,IQR
324,4,0,True,False,True,IQR
325,2,0,False,False,False,None
326,8,0,True,False,True,IQR
327,1,0,False,False,False,None
328,2,0,False,False,False,None
329,2,0,False,False,False,None
330,3,0,True,False,True,IQR
331,5,1,True,False,True,IQR
332,2,0,False,False,False,None
333,4,0,True,False,True,IQR
334,4,3,True,True,True,Both
335,5,0,True,False,True,IQR
336,1,0,False,False,False,None
337,3,0,True,False,True,IQR
338,1,0,False,False,False,None
339,1,0,False,False,False,None
340,4,1,True,False,True,IQR
341,2,1,False,False,False,None
342,2,0,False,False,False,None
343,7,1,True,False,True,IQR
344,1,0,False,False,False,None
345,7,1,True,False,True,IQR
346,3,0,True,False,True,IQR
347,2,0,False,False,False,None
348,7,3,True,True,True,Both
349,2,0,False,False,False,None
350,5,1,True,False,True,IQR
351,2,0,False,False,False,None
352,11,2,True,False,True,IQR
353,1,0,False,False,False,None
354,1,0,False,False,False,None
355,3,1,True,False,True,IQR
356,8,1,True,False,True,IQR
357,2,0,False,False,False,None
358,3,0,True,False,True,IQR
359,4,0,True,False,True,IQR
360,6,0,True,False,True,IQR
361,1,0,False,False,False,None
362,4,0,True,False,True,IQR
363,10,1,True,False,True,IQR
364,2,0,False,False,False,None
365,1,1,False,False,False,None
366,7,1,True,False,True,IQR
367,4,0,True,False,True,IQR
368,3,0,True,False,True,IQR
369,2,1,False,False,False,None
370,1,0,False,False,False,None
371,4,1,True,False,True,IQR
372,5,0,True,False,True,IQR
373,0,0,False,False,False,None
374,8,1,True,False,True,IQR
375,5,0,True,False,True,IQR
376,1,0,False,False,False,None
377,4,1,True,False,True,IQR
378,5,0,True,False,True,IQR
379,5,2,True,False,True,IQR
380,4,1,True,False,True,IQR
381,6,0,True,False,True,IQR
382,3,0,True,False,True,IQR
383,4,0,True,False,True,IQR
384,3,0,True,False,True,IQR
385,8,0,True,False,True,IQR
386,3,0,True,False,True,IQR
387,0,0,False,False,False,None
388,5,2,True,False,True,IQR
389,6,0,True,False,True,IQR
390,8,0,True,False,True,IQR
391,4,2,True,False,True,IQR
392,1,0,False,False,False,None
393,9,1,True,False,True,IQR
394,4,1,True,False,True,IQR
395,3,0,True,False,True,IQR
396,3,1,True,False,True,IQR
397,3,1,True,False,True,IQR
398,6,0,True,False,True,IQR
399,2,0,False,False,False,None
400,1,0,False,False,False,None
401,1,0,False,False,False,None
402,6,0,True,False,True,IQR
403,2,0,False,False,False,None
404,8,1,True,False,True,IQR
405,4,1,True,False,True,IQR
406,1,0,False,False,False,None
407,2,0,False,False,False,None
408,1,0,False,False,False,None
409,4,0,True,False,True,IQR
410,6,1,True,False,True,IQR
411,2,1,False,False,False,None
412,0,0,False,False,False,None
413,2,0,False,False,False,None
414,8,2,True,False,True,IQR
415,3,2,True,False,True,IQR
416,6,0,True,False,True,IQR
417,7,2,True,False,True,IQR
418,5,0,True,False,True,IQR
419,2,1,False,False,False,None
420,2,0,False,False,False,None
421,6,1,True,False,True,IQR
422,3,0,True,False,True,IQR
423,2,0,False,False,False,None
424,2,0,False,False,False,None
425,10,3,True,True,True,Both
426,4,1,True,False,True,IQR
427,7,1,True,False,True,IQR
428,3,1,True,False,True,IQR
429,5,0,True,False,True,IQR
430,2,1,False,False,False,None
431,3,1,True,False,True,IQR
432,3,0,True,False,True,IQR
433,2,0,False,False,False,None
434,2,0,False,False,False,None
435,7,1,True,False,True,IQR
436,4,0,True,False,True,IQR
437,10,2,True,False,True,IQR
438,7,2,True,False,True,IQR
439,7,1,True,False,True,IQR
440,1,0,False,False,False,None
441,3,0,True,False,True,IQR
442,6,1,True,False,True,IQR
443,2,0,False,False,False,None
444,6,0,True,False,True,IQR
445,6,0,True,False,True,IQR
446,8,2,True,False,True,IQR
447,1,0,False,False,False,None
448,3,1,True,False,True,IQR
449,5,0,True,False,True,IQR
450,4,1,True,False,True,IQR
451,4,1,True,False,True,IQR
452,0,0,False,False,False,None
453,9,1,True,False,True,IQR
454,4,1,True,False,True,IQR
455,3,0,True,False,True,IQR
456,8,0,True,False,True,IQR
457,2,1,False,False,False,None
458,6,0,True,False,True,IQR
459,1,0,False,False,False,None
460,2,0,False,False,False,None
461,6,2,True,False,True,IQR
462,5,1,True,False,True,IQR
463,3,1,True,False,True,IQR
464,5,0,True,False,True,IQR
465,4,0,True,False,True,IQR
466,5,2,True,False,True,IQR
467,5,0,True,False,True,IQR
468,3,0,True,False,True,IQR
469,2,1,False,False,False,None
470,2,1,False,False,False,None
471,2,0,False,False,False,None
472,12,1,True,False,True,IQR
473,1,0,False,False,False,None
474,3,0,True,False,True,IQR
475,1,1,False,False,False,None
476,1,0,False,False,False,None
477,4,2,True,False,True,IQR
478,4,3,True,True,True,Both
479,6,0,True,False,True,IQR
480,3,0,True,False,True,IQR
481,6,0,True,False,True,IQR
482,10,1,True,False,True,IQR
483,7,0,True,False,True,IQR
484,3,1,True,False,True,IQR
485,3,1,True,False,True,IQR
486,4,1,True,False,True,IQR
487,5,1,True,False,True,IQR
488,3,1,True,False,True,IQR
489,1,0,False,False,False,None
490,2,0,False,False,False,None
491,1,0,False,False,False,None
492,2,1,False,False,False,None
493,0,0,False,False,False,None
494,2,0,False,False,False,None
495,8,2,True,False,True,IQR
496,1,0,False,False,False,None
497,0,0,False,False,False,None
498,3,0,True,False,True,IQR
499,2,0,False,False,False,None
500,4,0,True,False,True,IQR
501,0,0,False,False,False,None
502,4,0,True,False,True,IQR
503,7,1,True,False,True,IQR
504,6,0,True,False,True,IQR
505,3,0,True,False,True,IQR
506,1,0,False,False,False,None
507,1,0,False,False,False,None
508,1,0,False,False,False,None
509,7,2,True,False,True,IQR
510,0,0,False,False,False,None
511,1,0,False,False,False,None
512,5,0,True,False,True,IQR
513,2,0,False,False,False,None
514,1,0,False,False,False,None
515,1,0,False,False,False,None
516,1,0,False,False,False,None
517,3,0,True,False,True,IQR
518,3,0,True,False,True,IQR
519,0,0,False,False,False,None
520,4,0,True,False,True,IQR
521,8,1,True,False,True,IQR
522,7,0,True,False,True,IQR
523,1,0,False,False,False,None
524,2,0,False,False,False,None
525,5,0,True,False,True,IQR
526,6,0,True,False,True,IQR
527,1,0,False,False,False,None
528,5,1,True,False,True,IQR
529,0,0,False,False,False,None
530,10,1,True,False,True,IQR
531,7,0,True,False,True,IQR
532,2,1,False,False,False,None
533,2,0,False,False,False,None
534,7,1,True,False,True,IQR
535,1,0,False,False,False,None
536,1,0,False,False,False,None
537,5,0,True,False,True,IQR
538,7,0,True,False,True,IQR
539,3,0,True,False,True,IQR
540,3,1,True,False,True,IQR
541,2,0,False,False,False,None
542,1,0,False,False,False,None
543,2,2,False,False,False,None
544,2,0,False,False,False,None
545,1,0,False,False,False,None
546,4,0,True,False,True,IQR
547,4,1,True,False,True,IQR
548,6,0,True,False,True,IQR
549,9,2,True,False,True,IQR
550,2,0,False,False,False,None
551,3,1,True,False,True,IQR
552,2,0,False,False,False,None
553,0,0,False,False,False,None
554,1,0,False,False,False,None
555,1,0,False,False,False,None
556,3,0,True,False,True,IQR
557,3,0,True,False,True,IQR
558,0,0,False,False,False,None
559,2,0,False,False,False,None
560,4,0,True,False,True,IQR
561,2,2,False,False,False,None
562,9,2,True,False,True,IQR
563,6,1,True,False,True,IQR
564,2,0,False,False,False,None
565,2,0,False,False,False,None
566,3,0,True,False,True,IQR
567,4,2,True,False,True,IQR
568,1,0,False,False,False,None
569,3,2,True,False,True,IQR
570,5,0,True,False,True,IQR
571,2,0,False,False,False,None
572,3,2,True,False,True,IQR
573,2,0,False,False,False,None
574,4,1,True,False,True,IQR
575,4,0,True,False,True,IQR
576,2,0,False,False,False,None
577,7,0,True,False,True,IQR
578,1,0,False,False,False,None
579,4,1,True,False,True,IQR
580,2,1,False,False,False,None
581,2,0,False,False,False,None
582,5,0,True,False,True,IQR
583,11,3,True,True,True,Both
584,3,0,True,False,True,IQR
585,3,0,True,False,True,IQR
586,3,0,True,False,True,IQR
587,1,0,False,False,False,None
588,5,1,True,False,True,IQR
589,7,1,True,False,True,IQR
590,3,0,True,False,True,IQR
591,5,1,True,False,True,IQR
592,4,1,True,False,True,IQR
593,0,0,False,False,False,None
594,11,1,True,False,True,IQR
595,3,1,True,False,True,IQR
596,2,2,False,False,False,None
597,4,0,True,False,True,IQR
598,6,2,True,False,True,IQR
599,2,0,False,False,False,None
600,0,0,False,False,False,None
601,4,0,True,False,True,IQR
602,3,1,True,False,True,IQR
603,5,0,True,False,True,IQR
604,7,2,True,False,True,IQR
605,2,0,False,False,False,None
606,2,1,False,False,False,None
607,1,1,False,False,False,None
608,8,0,True,False,True,IQR
609,2,0,False,False,False,None
610,8,1,True,False,True,IQR
611,2,0,False,False,False,None
612,1,0,False,False,False,None
613,2,0,False,False,False,None
614,1,0,False,False,False,None
615,4,0,True,False,True,IQR
616,5,0,True,False,True,IQR
617,4,0,True,False,True,IQR
618,9,1,True,False,True,IQR
619,6,0,True,False,True,IQR
620,4,0,True,False,True,IQR
621,3,0,True,False,True,IQR
622,2,1,False,False,False,None
623,4,1,True,False,True,IQR
624,1,0,False,False,False,None
625,2,1,False,False,False,None
626,7,0,True,False,True,IQR
627,8,0,True,False,True,IQR
628,4,0,True,False,True,IQR
629,3,0,True,False,True,IQR
630,1,0,False,False,False,None
631,3,0,True,False,True,IQR
632,10,1,True,False,True,IQR
633,1,0,False,False,False,None
634,1,0,False,False,False,None
635,2,0,False,False,False,None
636,2,1,False,False,False,None
637,4,1,True,False,True,IQR
638,9,1,True,False,True,IQR
639,3,0,True,False,True,IQR
640,4,1,True,False,True,IQR
641,1,0,False,False,False,None
642,8,2,True,False,True,IQR
643,2,0,False,False,False,None
644,2,0,False,False,False,None
645,7,0,True,False,True,IQR
646,1,0,False,False,False,None
647,4,1,True,False,True,IQR
648,3,1,True,False,True,IQR
649,1,0,False,False,False,None
650,3,0,True,False,True,IQR
651,5,1,True,False,True,IQR
652,9,1,True,False,True,IQR
653,0,0,False,False,False,None
654,7,0,True,False,True,IQR
655,2,0,False,False,False,None
656,6,0,True,False,True,IQR
657,2,0,False,False,False,None
658,1,0,False,False,False,None
659,1,0,False,False,False,None
660,7,1,True,False,True,IQR
661,2,0,False,False,False,None
662,3,1,True,False,True,IQR
663,1,0,False,False,False,None
664,8,2,True,False,True,IQR
665,10,1,True,False,True,IQR
666,1,0,False,False,False,None
667,6,0,True,False,True,IQR
668,1,0,False,False,False,None
669,7,2,True,False,True,IQR
670,2,0,False,False,False,None
671,1,0,False,False,False,None
672,4,1,True,False,True,IQR
673,3,1,True,False,True,IQR
674,0,0,False,False,False,None
675,0,0,False,False,False,None
676,1,0,False,False,False,None
677,3,1,True,False,True,IQR
678,12,3,True,True,True,Both
679,4,0,True,False,True,IQR
680,5,2,True,False,True,IQR
681,2,0,False,False,False,None
682,2,0,False,False,False,None
683,6,0,True,False,True,IQR
684,3,1,True,False,True,IQR
685,1,0,False,False,False,None
686,2,0,False,False,False,None
687,1,0,False,False,False,None
688,7,1,True,False,True,IQR
689,2,1,False,False,False,None
690,3,0,True,False,True,IQR
691,4,0,True,False,True,IQR
692,1,0,False,False,False,None
693,7,1,True,False,True,IQR
694,1,0,False,False,False,None
695,6,1,True,False,True,IQR
696,1,0,False,False,False,None
697,9,1,True,False,True,IQR
698,0,0,False,False,False,None
699,1,0,False,False,False,None
700,1,0,False,False,False,None
701,4,1,True,False,True,IQR
702,2,0,False,False,False,None
703,2,0,False,False,False,None
704,1,0,False,False,False,None
705,6,0,True,False,True,IQR
706,1,0,False,False,False,None
707,9,3,True,True,True,Both
708,2,0,False,False,False,None
709,0,0,False,False,False,None
710,5,2,True,False,True,IQR
711,2,0,False,False,False,None
712,1,0,False,False,False,None
713,2,0,False,False,False,None
714,1,1,False,False,False,None
715,3,0,True,False,True,IQR
716,3,0,True,False,True,IQR
717,2,0,False,False,False,None
718,1,0,False,False,False,None
719,6,1,True,False,True,IQR
720,1,0,False,False,False,None
721,8,1,True,False,True,IQR
722,7,2,True,False,True,IQR
723,1,1,False,False,False,None
724,5,1,True,False,True,IQR
725,7,3,True,True,True,Both
726,3,1,True,False,True,IQR
727,1,0,False,False,False,None
728,2,0,False,False,False,None
729,9,2,True,False,True,IQR
730,4,0,True,False,True,IQR
731,1,0,False,False,False,None
732,4,1,True,False,True,IQR
733,8,3,True,True,True,Both
734,1,0,False,False,False,None
735,0,0,False,False,False,None
736,0,0,False,False,False,None
737,2,0,False,False,False,None
738,2,1,False,False,False,None
739,3,0,True,False,True,IQR
740,10,1,True,False,True,IQR
741,6,0,True,False,True,IQR
742,3,0,True,False,True,IQR
743,3,0,True,False,True,IQR
744,2,0,False,False,False,None
745,2,0,False,False,False,None
746,7,2,True,False,True,IQR
747,2,0,False,False,False,None
748,7,0,True,False,True,IQR
749,2,0,False,False,False,None
750,2,0,False,False,False,None
751,2,0,False,False,False,None
752,12,1,True,False,True,IQR
753,2,0,False,False,False,None
754,7,0,True,False,True,IQR
755,5,0,True,False,True,IQR
756,1,0,False,False,False,None
757,8,4,True,True,True,Both
758,3,1,True,False,True,IQR
759,5,0,True,False,True,IQR
760,0,0,False,False,False,None
761,1,0,False,False,False,None
762,6,0,True,False,True,IQR
763,4,0,True,False,True,IQR
764,0,0,False,False,False,None
765,5,0,True,False,True,IQR
766,7,1,True,False,True,IQR
767,4,1,True,False,True,IQR
768,4,1,True,False,True,IQR
769,4,1,True,False,True,IQR
770,3,0,True,False,True,IQR
771,2,0,False,False,False,None
772,3,0,True,False,True,IQR
773,2,0,False,False,False,None
774,1,1,False,False,False,None
775,4,1,True,False,True,IQR
776,1,0,False,False,False,None
777,3,0,True,False,True,IQR
778,8,0,True,False,True,IQR
779,2,1,False,False,False,None
780,0,0,False,False,False,None
781,3,0,True,False,True,IQR
782,3,1,True,False,True,IQR
783,2,1,False,False,False,None
784,1,0,False,False,False,None
785,7,2,True,False,True,IQR
786,5,1,True,False,True,IQR
787,2,0,False,False,False,None
788,9,1,True,False,True,IQR
789,0,0,False,False,False,None
790,3,0,True,False,True,IQR
791,4,1,True,False,True,IQR
792,8,1,True,False,True,IQR
793,2,0,False,False,False,None
794,1,0,False,False,False,None
795,2,0,False,False,False,None
796,4,1,True,False,True,IQR
797,5,1,True,False,True,IQR
798,3,1,True,False,True,IQR
799,0,0,False,False,False,None
800,0,0,False,False,False,None
801,7,1,True,False,True,IQR
802,7,1,True,False,True,IQR
803,7,2,True,False,True,IQR
804,1,0,False,False,False,None
805,3,0,True,False,True,IQR
806,5,2,True,False,True,IQR
807,5,0,True,False,True,IQR
808,3,1,True,False,True,IQR
809,6,1,True,False,True,IQR
810,8,0,True,False,True,IQR
811,1,0,False,False,False,None
812,6,2,True,False,True,IQR
813,1,0,False,False,False,None
814,1,0,False,False,False,None
815,2,0,False,False,False,None
816,2,1,False,False,False,None
817,8,0,True,False,True,IQR
818,3,0,True,False,True,IQR
819,1,0,False,False,False,None
820,4,1,True,False,True,IQR
821,5,0,True,False,True,IQR
822,2,0,False,False,False,None
823,6,3,True,True,True,Both
824,8,1,True,False,True,IQR
825,1,0,False,False,False,None
826,2,1,False,False,False,None
827,2,1,False,False,False,None
828,1,0,False,False,False,None
829,4,0,True,False,True,IQR
830,11,2,True,False,True,IQR
831,4,0,True,False,True,IQR
832,4,0,True,False,True,IQR
833,5,1,True,False,True,IQR
834,3,2,True,False,True,IQR
835,3,0,True,False,True,IQR
836,0,0,False,False,False,None
837,6,0,True,False,True,IQR
838,5,1,True,False,True,IQR
839,1,0,False,False,False,None
840,6,0,True,False,True,IQR
841,0,0,False,False,False,None
842,3,0,True,False,True,IQR
843,0,0,False,False,False,None
844,2,0,False,False,False,None
845,4,2,True,False,True,IQR
846,6,1,True,False,True,IQR
847,3,0,True,False,True,IQR
848,1,0,False,False,False,None
849,10,1,True,False,True,IQR
850,0,0,False,False,False,None
851,1,1,False,False,False,None
852,2,0,False,False,False,None
853,2,1,False,False,False,None
854,8,0,True,False,True,IQR
855,5,0,True,False,True,IQR
856,1,0,False,False,False,None
857,2,1,False,False,False,None
858,1,0,False,False,False,None
859,2,0,False,False,False,None
860,1,0,False,False,False,None
861,2,0,False,False,False,None
862,1,0,False,False,False,None
863,5,1,True,False,True,IQR
864,5,0,True,False,True,IQR
865,1,0,False,False,False,None
866,6,0,True,False,True,IQR
867,7,0,True,False,True,IQR
868,3,0,True,False,True,IQR
869,8,1,True,False,True,IQR
870,1,0,False,False,False,None
871,3,0,True,False,True,IQR
872,1,0,False,False,False,None
873,6,0,True,False,True,IQR
874,6,2,True,False,True,IQR
875,6,2,True,False,True,IQR
876,8,2,True,False,True,IQR
877,1,0,False,False,False,None
878,1,0,False,False,False,None
879,2,0,False,False,False,None
880,0,0,False,False,False,None
881,1,0,False,False,False,None
882,4,0,True,False,True,IQR
883,1,0,False,False,False,None
884,2,0,False,False,False,None
885,6,0,True,False,True,IQR
886,5,1,True,False,True,IQR
887,7,1,True,False,True,IQR
888,6,1,True,False,True,IQR
889,8,3,True,True,True,Both
890,8,2,True,False,True,IQR
891,2,0,False,False,False,None
892,5,0,True,False,True,IQR
893,2,1,False,False,False,None
894,2,1,False,False,False,None
895,10,1,True,False,True,IQR
896,1,0,False,False,False,None
897,6,2,True,False,True,IQR
898,2,0,False,False,False,None
899,6,1,True,False,True,IQR
900,6,0,True,False,True,IQR
901,1,0,False,False,False,None
902,0,0,False,False,False,None
903,3,0,True,False,True,IQR
904,1,0,False,False,False,None
905,12,2,True,False,True,IQR
906,1,0,False,False,False,None
907,7,2,True,False,True,IQR
908,2,1,False,False,False,None
909,5,0,True,False,True,IQR
910,10,1,True,False,True,IQR
911,4,1,True,False,True,IQR
912,2,0,False,False,False,None
913,1,1,False,False,False,None
914,1,0,False,False,False,None
915,7,2,True,False,True,IQR
916,1,0,False,False,False,None
917,8,2,True,False,True,IQR
