ROW_ID,iqr_outlier_count,zscore_outlier_count,is_iqr_outlier,is_zscore_outlier,is_statistical_outlier,statistical_method,is_isolation_outlier,isolation_score,CLUSTER_KMEANS,IS_OUTLIER,detection_count,anomaly_category,phase2_validated
93021,7,0,True,False,True,IQR,False,-0.4312203427027311,4,0,1,WEAK_SIGNAL,False
171197,4,0,True,False,True,IQR,False,-0.4117743270833515,2,0,1,WEAK_SIGNAL,False
355464,2,0,False,False,False,None,False,-0.3853280641587255,0,0,0,NORMAL,False
64168,3,3,True,True,True,Both,False,-0.4154231553129799,2,0,2,MODERATE_ANOMALY,False
178178,4,2,True,False,True,IQR,False,-0.4258013616893374,0,0,1,WEAK_SIGNAL,False
119777,3,0,True,False,True,IQR,False,-0.38545556849467716,2,0,1,WEAK_SIGNAL,False
124883,3,1,True,False,True,IQR,False,-0.4229731400803026,2,0,1,WEAK_SIGNAL,False
132439,3,0,True,False,True,IQR,False,-0.39767781273869546,0,0,1,WEAK_SIGNAL,False
246473,5,0,True,False,True,IQR,False,-0.4114630311227974,2,0,1,WEAK_SIGNAL,False
194003,14,0,True,False,True,IQR,False,-0.47228514702245256,4,0,1,WEAK_SIGNAL,False
182750,7,2,True,False,True,IQR,False,-0.4323515814725064,4,0,1,WEAK_SIGNAL,False
28018,2,1,False,False,False,None,False,-0.3971883666174903,0,0,0,NORMAL,False
265431,6,2,True,False,True,IQR,False,-0.4663549537984365,0,0,1,WEAK_SIGNAL,False
356008,4,0,True,False,True,IQR,False,-0.38449766191021334,0,0,1,WEAK_SIGNAL,False
264239,5,2,True,False,True,IQR,False,-0.4514726552937577,0,0,1,WEAK_SIGNAL,False
93549,2,0,False,False,False,None,False,-0.37897654218431726,0,0,0,NORMAL,False
305003,4,1,True,False,True,IQR,False,-0.4117051967285362,0,0,1,WEAK_SIGNAL,False
87751,2,1,False,False,False,None,False,-0.4293572325777146,2,0,0,NORMAL,False
8649,8,0,True,False,True,IQR,False,-0.4175988641939972,0,0,1,WEAK_SIGNAL,False
237424,5,1,True,False,True,IQR,False,-0.42842576807686633,0,0,1,WEAK_SIGNAL,False
67719,7,1,True,False,True,IQR,False,-0.4245035159735226,0,0,1,WEAK_SIGNAL,False
308601,6,2,True,False,True,IQR,False,-0.42538847642096445,2,0,1,WEAK_SIGNAL,False
200543,2,0,False,False,False,None,False,-0.4143941125372125,2,0,0,NORMAL,False
304715,4,0,True,False,True,IQR,False,-0.40920377662411483,4,0,1,WEAK_SIGNAL,False
219456,7,2,True,False,True,IQR,False,-0.4599645215665942,0,0,1,WEAK_SIGNAL,False
14671,1,0,False,False,False,None,False,-0.3983923713556396,0,0,0,NORMAL,False
81957,6,0,True,False,True,IQR,False,-0.4078518070901139,1,0,1,WEAK_SIGNAL,False
263592,3,2,True,False,True,IQR,False,-0.4274579584951557,2,0,1,WEAK_SIGNAL,False
5557,5,2,True,False,True,IQR,False,-0.4427406348805615,1,0,1,WEAK_SIGNAL,False
25478,2,1,False,False,False,None,False,-0.3996618319407469,1,0,0,NORMAL,False
206669,4,0,True,False,True,IQR,False,-0.392719055744041,0,0,1,WEAK_SIGNAL,False
158822,5,1,True,False,True,IQR,False,-0.43145255018061107,0,0,1,WEAK_SIGNAL,False
6489,3,0,True,False,True,IQR,False,-0.41160024422962327,2,0,1,WEAK_SIGNAL,False
303024,3,1,True,False,True,IQR,False,-0.4124767809418264,1,0,1,WEAK_SIGNAL,False
302070,0,0,False,False,False,None,False,-0.3685735794567707,2,0,0,NORMAL,False
217126,4,1,True,False,True,IQR,False,-0.410657755158319,4,0,1,WEAK_SIGNAL,False
259025,3,1,True,False,True,IQR,False,-0.44263598100565127,1,0,1,WEAK_SIGNAL,False
86559,2,1,False,False,False,None,False,-0.42492833649329004,2,0,0,NORMAL,False
226402,4,0,True,False,True,IQR,False,-0.38720793271141235,2,0,1,WEAK_SIGNAL,False
111636,7,2,True,False,True,IQR,False,-0.46210560650448357,0,0,1,WEAK_SIGNAL,False
214165,4,2,True,False,True,IQR,True,-0.4960355645641358,2,0,2,MODERATE_ANOMALY,False
43256,2,1,False,False,False,None,False,-0.44099523279500885,1,0,0,NORMAL,False
305631,3,0,True,False,True,IQR,False,-0.393774130635168,2,0,1,WEAK_SIGNAL,False
314296,4,0,True,False,True,IQR,False,-0.4189516735683799,0,0,1,WEAK_SIGNAL,False
290308,9,1,True,False,True,IQR,False,-0.4572021827687738,0,0,1,WEAK_SIGNAL,False
181923,4,0,True,False,True,IQR,False,-0.38557342027405495,0,0,1,WEAK_SIGNAL,False
249885,3,2,True,False,True,IQR,False,-0.44191145845985486,2,0,1,WEAK_SIGNAL,False
352459,2,1,False,False,False,None,False,-0.40427561967311265,0,0,0,NORMAL,False
202086,1,0,False,False,False,None,False,-0.3880118547422588,1,0,0,NORMAL,False
264991,5,4,True,True,True,Both,False,-0.462076910706334,0,0,2,MODERATE_ANOMALY,False
4598,5,2,True,False,True,IQR,False,-0.46111540104979765,2,0,1,WEAK_SIGNAL,False
187842,2,2,False,False,False,None,False,-0.4117136778217016,2,0,0,NORMAL,False
21817,8,2,True,False,True,IQR,False,-0.4155754358827043,1,0,1,WEAK_SIGNAL,False
338523,7,3,True,True,True,Both,False,-0.45032746228780723,2,0,2,MODERATE_ANOMALY,False
309987,4,0,True,False,True,IQR,False,-0.4226290994687611,2,0,1,WEAK_SIGNAL,False
170936,4,0,True,False,True,IQR,False,-0.435196503770628,2,0,1,WEAK_SIGNAL,False
93890,3,0,True,False,True,IQR,False,-0.39147562548204173,0,0,1,WEAK_SIGNAL,False
323315,1,0,False,False,False,None,False,-0.38470082977411546,0,0,0,NORMAL,False
190886,3,3,True,True,True,Both,False,-0.44124527164511784,2,0,2,MODERATE_ANOMALY,False
120858,8,2,True,False,True,IQR,False,-0.4074125189306468,1,0,1,WEAK_SIGNAL,False
128559,8,2,True,False,True,IQR,False,-0.43194187216662944,1,0,1,WEAK_SIGNAL,False
230248,9,1,True,False,True,IQR,True,-0.5028968151081826,3,0,2,MODERATE_ANOMALY,False
29673,7,2,True,False,True,IQR,False,-0.44508462225832107,1,0,1,WEAK_SIGNAL,False
81935,10,3,True,True,True,Both,False,-0.43486948596131614,4,0,2,MODERATE_ANOMALY,False
115059,11,0,True,False,True,IQR,False,-0.4550078595701992,4,0,1,WEAK_SIGNAL,False
255316,7,1,True,False,True,IQR,False,-0.4349036936854729,4,0,1,WEAK_SIGNAL,False
214737,3,1,True,False,True,IQR,False,-0.41560826251979227,2,0,1,WEAK_SIGNAL,False
342044,4,0,True,False,True,IQR,False,-0.40648430591149753,0,0,1,WEAK_SIGNAL,False
219808,4,0,True,False,True,IQR,False,-0.4313499414808434,2,0,1,WEAK_SIGNAL,False
22505,5,0,True,False,True,IQR,False,-0.39752472750360135,2,0,1,WEAK_SIGNAL,False
106453,5,1,True,False,True,IQR,False,-0.3957314536535279,0,0,1,WEAK_SIGNAL,False
11077,3,0,True,False,True,IQR,False,-0.39293688954839795,2,0,1,WEAK_SIGNAL,False
19254,6,1,True,False,True,IQR,False,-0.41029969655088117,0,0,1,WEAK_SIGNAL,False
152195,1,0,False,False,False,None,False,-0.38543923102018895,2,0,0,NORMAL,False
52289,7,0,True,False,True,IQR,False,-0.4204277386538287,0,0,1,WEAK_SIGNAL,False
320389,6,0,True,False,True,IQR,False,-0.39652365316617266,2,0,1,WEAK_SIGNAL,False
167915,4,0,True,False,True,IQR,False,-0.40607172811000447,2,0,1,WEAK_SIGNAL,False
182343,6,1,True,False,True,IQR,False,-0.40254662413888387,4,0,1,WEAK_SIGNAL,False
99566,4,0,True,False,True,IQR,False,-0.39168223172554706,2,0,1,WEAK_SIGNAL,False
38979,3,0,True,False,True,IQR,False,-0.40242595148780946,2,0,1,WEAK_SIGNAL,False
112912,6,0,True,False,True,IQR,False,-0.43135269000330584,0,0,1,WEAK_SIGNAL,False
194664,1,1,False,False,False,None,False,-0.41145909327465513,2,0,0,NORMAL,False
95905,6,1,True,False,True,IQR,False,-0.41994931125724533,0,0,1,WEAK_SIGNAL,False
48091,8,0,True,False,True,IQR,False,-0.4115814780727545,4,0,1,WEAK_SIGNAL,False
205590,2,1,False,False,False,None,False,-0.3998837735378571,2,0,0,NORMAL,False
159449,3,0,True,False,True,IQR,False,-0.3935765271282759,0,0,1,WEAK_SIGNAL,False
266858,3,1,True,False,True,IQR,False,-0.41368193007899007,2,0,1,WEAK_SIGNAL,False
241972,6,1,True,False,True,IQR,False,-0.4277797743636641,4,0,1,WEAK_SIGNAL,False
10774,4,2,True,False,True,IQR,False,-0.4546671604426923,0,0,1,WEAK_SIGNAL,False
219191,5,2,True,False,True,IQR,False,-0.4403356167559861,0,0,1,WEAK_SIGNAL,False
180010,3,1,True,False,True,IQR,False,-0.4064336543624876,1,0,1,WEAK_SIGNAL,False
310944,4,1,True,False,True,IQR,False,-0.4285156945910034,2,0,1,WEAK_SIGNAL,False
195518,4,1,True,False,True,IQR,False,-0.4142481077526027,2,0,1,WEAK_SIGNAL,False
212277,2,0,False,False,False,None,False,-0.4026542756939111,0,0,0,NORMAL,False
62080,4,3,True,True,True,Both,False,-0.4456534413688817,4,0,2,MODERATE_ANOMALY,False
302101,3,1,True,False,True,IQR,False,-0.4292208745831654,2,0,1,WEAK_SIGNAL,False
73047,12,2,True,False,True,IQR,False,-0.4763068412511241,4,0,1,WEAK_SIGNAL,False
25306,7,1,True,False,True,IQR,False,-0.43328098829117073,4,0,1,WEAK_SIGNAL,False
160450,6,1,True,False,True,IQR,False,-0.4395274904383695,4,0,1,WEAK_SIGNAL,False
10328,4,0,True,False,True,IQR,False,-0.4365894070445399,2,0,1,WEAK_SIGNAL,False
120733,7,4,True,True,True,Both,True,-0.47896018304267424,4,0,3,HIGH_CONFIDENCE_ANOMALY,False
150126,8,0,True,False,True,IQR,False,-0.44586483869286847,0,0,1,WEAK_SIGNAL,False
303230,1,1,False,False,False,None,False,-0.41231186474255005,0,0,0,NORMAL,False
276963,4,0,True,False,True,IQR,False,-0.3947401076322482,0,0,1,WEAK_SIGNAL,False
14079,4,0,True,False,True,IQR,False,-0.412002861277339,0,0,1,WEAK_SIGNAL,False
33568,5,0,True,False,True,IQR,False,-0.4198624930433358,2,0,1,WEAK_SIGNAL,False
150529,8,0,True,False,True,IQR,False,-0.40924355114552347,0,0,1,WEAK_SIGNAL,False
86391,2,1,False,False,False,None,False,-0.4303696845336395,0,0,0,NORMAL,False
176330,5,0,True,False,True,IQR,False,-0.41525578408843306,0,0,1,WEAK_SIGNAL,False
307404,4,1,True,False,True,IQR,False,-0.407499033513581,2,0,1,WEAK_SIGNAL,False
130075,5,2,True,False,True,IQR,False,-0.462265348255986,2,0,1,WEAK_SIGNAL,False
295787,6,2,True,False,True,IQR,False,-0.45710137550237434,2,0,1,WEAK_SIGNAL,False
85196,2,0,False,False,False,None,False,-0.38630409215672945,0,0,0,NORMAL,False
278562,10,1,True,False,True,IQR,False,-0.4295606615676623,1,0,1,WEAK_SIGNAL,False
168996,3,1,True,False,True,IQR,False,-0.38906875576257605,2,0,1,WEAK_SIGNAL,False
70513,7,3,True,True,True,Both,False,-0.4682770437469173,2,0,2,MODERATE_ANOMALY,False
35035,7,2,True,False,True,IQR,False,-0.4387327940347662,4,0,1,WEAK_SIGNAL,False
131583,2,0,False,False,False,None,False,-0.3899346057651139,1,0,0,NORMAL,False
128409,3,2,True,False,True,IQR,False,-0.41073275258077063,2,0,1,WEAK_SIGNAL,False
312403,9,0,True,False,True,IQR,False,-0.3984429808648695,4,0,1,WEAK_SIGNAL,False
223664,2,1,False,False,False,None,False,-0.41536574942819315,0,0,0,NORMAL,False
44573,2,1,False,False,False,None,False,-0.43583079642885497,0,0,0,NORMAL,False
180,4,3,True,True,True,Both,False,-0.4614486094056627,0,0,2,MODERATE_ANOMALY,False
275343,7,2,True,False,True,IQR,False,-0.42420075009279706,2,0,1,WEAK_SIGNAL,False
330434,3,1,True,False,True,IQR,False,-0.42636758572395805,0,0,1,WEAK_SIGNAL,False
74139,8,0,True,False,True,IQR,False,-0.4099061096318837,4,0,1,WEAK_SIGNAL,False
74092,3,1,True,False,True,IQR,False,-0.4100757130689462,0,0,1,WEAK_SIGNAL,False
307299,5,1,True,False,True,IQR,False,-0.4351881955108866,2,0,1,WEAK_SIGNAL,False
82577,5,0,True,False,True,IQR,False,-0.4163002765754061,2,0,1,WEAK_SIGNAL,False
244568,4,0,True,False,True,IQR,False,-0.4086629057857116,2,0,1,WEAK_SIGNAL,False
