ROW_ID,SK_ID_CURR,UMAP1,UMAP2,DBSCAN_LABEL,IS_NOISE,PORTFOLIO_DBSCAN_LABEL,PORTFOLIO_IS_NOISE,CLUSTER_KMEANS,Segment
230249,366697,2.24141,2.7757678,11,0,0,0,3,Repayment-Stress History
181694,310596,3.1785069,0.82535946,3,0,0,0,1,Larger-Loan Affordability
247516,386420,0.6954439,-0.74992174,0,0,0,0,0,History-Rich Credit User
58941,168319,0.36784935,-0.8716341,0,0,0,0,0,History-Rich Credit User
140319,262712,-3.279521,7.4106684,6,0,0,0,4,Historical Card-Use Intensity
351058,417265,-0.3398114,-2.3823268,0,0,0,0,2,Lower-Intensity Credit Footprint
265160,407085,-3.3784645,7.4883347,6,0,0,0,4,Historical Card-Use Intensity
113299,231400,13.181481,0.86780524,7,0,0,0,1,Larger-Loan Affordability
158860,284169,2.9970784,-2.504295,0,0,0,0,1,Larger-Loan Affordability
147374,270874,4.142036,-2.1786585,0,0,0,0,1,Larger-Loan Affordability
4300,105029,0.7028372,-3.5344167,0,0,0,0,2,Lower-Intensity Credit Footprint
81619,194646,3.5051932,-1.1361485,0,0,0,0,1,Larger-Loan Affordability
144083,267062,1.9434597,-0.56455487,0,0,0,0,1,Larger-Loan Affordability
30286,135150,-5.3364005,-3.1750264,2,0,0,0,2,Lower-Intensity Credit Footprint
260008,400887,-5.3493323,-2.452027,2,0,0,0,2,Lower-Intensity Credit Footprint
82423,195590,-0.16892281,-2.809144,0,0,0,0,2,Lower-Intensity Credit Footprint
58197,167464,0.88948673,-1.2376423,0,0,0,0,0,History-Rich Credit User
256797,397174,0.72334564,-1.3337526,0,0,0,0,0,History-Rich Credit User
211898,345558,-1.9002453,5.816788,1,0,0,0,2,Lower-Intensity Credit Footprint
29745,134535,-0.37935546,-3.0828707,0,0,0,0,2,Lower-Intensity Credit Footprint
355231,448755,-3.3163705,5.6987457,5,0,0,0,4,Historical Card-Use Intensity
57039,166114,-3.6457837,7.697431,6,0,0,0,4,Historical Card-Use Intensity
184702,314090,1.7559881,-0.43397686,0,0,0,0,1,Larger-Loan Affordability
1301,101530,-0.2559141,-3.0804863,0,0,0,0,2,Lower-Intensity Credit Footprint
69027,180058,-3.09571,7.434642,6,0,0,0,4,Historical Card-Use Intensity
16831,119629,3.4587028,-1.5991716,0,0,0,0,1,Larger-Loan Affordability
254446,394436,-1.6475025,6.045814,1,0,0,0,4,Historical Card-Use Intensity
245952,384632,3.521383,-2.6145444,0,0,0,0,1,Larger-Loan Affordability
19037,122202,-1.672952,6.8224773,1,0,0,0,4,Historical Card-Use Intensity
281213,425786,-0.6752046,-2.8012352,0,0,0,0,2,Lower-Intensity Credit Footprint
170453,297556,3.647287,-1.0981911,0,0,0,0,1,Larger-Loan Affordability
349458,407288,-3.421106,7.1872854,6,0,0,0,4,Historical Card-Use Intensity
8782,110214,-1.7375407,6.2604423,1,0,0,0,0,History-Rich Credit User
172180,299537,-5.9580193,-1.7363361,2,0,0,0,1,Larger-Loan Affordability
294441,441120,-5.2393837,-1.7243713,2,0,0,0,0,History-Rich Credit User
199179,330918,2.5068324,-1.8229147,0,0,0,0,1,Larger-Loan Affordability
331457,274346,-0.13955313,-1.2603998,0,0,0,0,0,History-Rich Credit User
138286,260361,1.4044456,-0.78305745,0,0,0,0,0,History-Rich Credit User
271046,414213,1.1982119,-3.360298,0,0,0,0,2,Lower-Intensity Credit Footprint
213889,347849,0.8377904,-1.4071219,0,0,0,0,0,History-Rich Credit User
65091,175485,3.065786,-1.2862926,0,0,0,0,1,Larger-Loan Affordability
61910,171809,-3.1533117,7.3958693,6,0,0,0,4,Historical Card-Use Intensity
97543,213256,0.8986467,-4.020373,0,0,0,0,2,Lower-Intensity Credit Footprint
144409,267447,-3.6378942,7.2918916,6,0,0,0,4,Historical Card-Use Intensity
135392,257035,-2.6908906,7.877605,6,0,0,0,4,Historical Card-Use Intensity
212132,345824,0.23346043,-0.20052776,0,0,0,0,0,History-Rich Credit User
149384,273191,0.5358413,-0.77932817,0,0,0,0,0,History-Rich Credit User
173963,301601,1.605042,-3.2087896,0,0,0,0,2,Lower-Intensity Credit Footprint
264190,405932,0.928422,-2.0630896,0,0,0,0,2,Lower-Intensity Credit Footprint
249506,388685,-0.19387329,-0.48789698,0,0,0,0,0,History-Rich Credit User
153390,277796,2.2203214,-1.8120912,0,0,0,0,1,Larger-Loan Affordability
133698,255062,0.2579691,-3.198919,0,0,0,0,2,Lower-Intensity Credit Footprint
219314,354061,0.89563155,-0.3686095,0,0,0,0,0,History-Rich Credit User
1393,101634,-1.7549471,-1.6499367,-1,1,0,0,2,Lower-Intensity Credit Footprint
34283,139723,-0.09628926,-2.4640894,0,0,0,0,2,Lower-Intensity Credit Footprint
7353,108568,-0.620857,10.896755,12,0,-1,1,4,Historical Card-Use Intensity
77841,190244,-4.8792233,-1.5637361,2,0,-1,1,0,History-Rich Credit User
336983,314629,1.7411005,-1.6368953,0,0,0,0,1,Larger-Loan Affordability
125110,245088,1.3806677,-1.8510481,0,0,0,0,0,History-Rich Credit User
56214,165135,1.0722727,-3.7366974,0,0,0,0,2,Lower-Intensity Credit Footprint
251505,391010,1.9170703,-1.7179909,0,0,0,0,1,Larger-Loan Affordability
289189,435025,12.913845,1.1962183,7,0,0,0,2,Lower-Intensity Credit Footprint
154368,278912,0.4260816,-0.8294567,0,0,0,0,0,History-Rich Credit User
277269,421293,-1.5297976,6.1151767,1,0,0,0,4,Historical Card-Use Intensity
152406,276647,0.7846372,-0.985642,0,0,0,0,0,History-Rich Credit User
207536,340553,-0.45818534,-1.8810264,0,0,0,0,0,History-Rich Credit User
266915,409249,-6.702818,-2.1730068,2,0,0,0,1,Larger-Loan Affordability
345750,380836,1.8035035,-2.9715624,0,0,0,0,0,History-Rich Credit User
81116,194048,1.4152466,-0.8385644,0,0,0,0,0,History-Rich Credit User
50265,158191,-0.6001704,-2.360316,0,0,0,0,2,Lower-Intensity Credit Footprint
348039,398295,-3.0700903,5.7026324,5,0,0,0,4,Historical Card-Use Intensity
351195,418532,2.0491452,-0.6167391,0,0,0,0,2,Lower-Intensity Credit Footprint
72667,184262,13.278541,1.0521301,7,0,0,0,1,Larger-Loan Affordability
305603,454068,3.3543243,-3.7770822,0,0,0,0,1,Larger-Loan Affordability
10073,111726,1.0077188,-3.264825,0,0,0,0,2,Lower-Intensity Credit Footprint
194844,325930,0.6300834,-3.3788407,0,0,0,0,2,Lower-Intensity Credit Footprint
131508,252520,2.392572,-2.2228372,0,0,0,0,2,Lower-Intensity Credit Footprint
118637,237577,1.6684276,-2.0253015,0,0,0,0,1,Larger-Loan Affordability
200328,332230,2.2555602,-4.165366,0,0,0,0,1,Larger-Loan Affordability
44496,151551,-6.57722,-1.7626086,2,0,0,0,1,Larger-Loan Affordability
132884,254127,0.85515344,-4.6376796,0,0,0,0,2,Lower-Intensity Credit Footprint
346638,388260,-1.9355773,6.3641963,1,0,0,0,4,Historical Card-Use Intensity
84501,198033,2.468302,3.220758,11,0,0,0,3,Repayment-Stress History
348746,402933,-5.504491,-3.1570263,2,0,0,0,2,Lower-Intensity Credit Footprint
209739,343071,3.2857642,-3.0023365,0,0,0,0,1,Larger-Loan Affordability
291022,437133,-5.527019,-2.1661408,2,0,0,0,2,Lower-Intensity Credit Footprint
137161,259080,13.551483,1.2732056,7,0,0,0,1,Larger-Loan Affordability
3528,104119,3.0351477,-1.0208323,0,0,0,0,1,Larger-Loan Affordability
33631,138958,3.1715584,0.9853554,3,0,0,0,2,Lower-Intensity Credit Footprint
100188,216307,1.2427913,-2.4026182,0,0,0,0,2,Lower-Intensity Credit Footprint
212889,346700,-3.3948078,7.579805,6,0,0,0,4,Historical Card-Use Intensity
232879,369725,-0.4585617,-2.9355233,0,0,0,0,2,Lower-Intensity Credit Footprint
210057,343434,0.2612549,-0.3409252,0,0,0,0,0,History-Rich Credit User
246807,385614,-5.311176,-3.387732,2,0,0,0,2,Lower-Intensity Credit Footprint
113618,231766,2.3163443,-3.8829322,0,0,0,0,2,Lower-Intensity Credit Footprint
293289,439783,12.872747,1.3415515,7,0,0,0,1,Larger-Loan Affordability
121918,241347,2.42991,-0.70598876,0,0,0,0,2,Lower-Intensity Credit Footprint
291000,437107,3.2825398,-1.1817089,0,0,0,0,1,Larger-Loan Affordability
29607,134377,3.765306,10.123499,8,0,-1,1,2,Lower-Intensity Credit Footprint
76082,188229,-3.214826,5.5753236,5,0,0,0,4,Historical Card-Use Intensity
131449,252455,-3.0635183,7.430507,6,0,0,0,4,Historical Card-Use Intensity
320243,192703,1.8928796,2.2953722,11,0,0,0,0,History-Rich Credit User
271565,414824,-0.5623926,-2.2181103,0,0,0,0,2,Lower-Intensity Credit Footprint
198872,330573,2.327562,-2.5224075,0,0,0,0,2,Lower-Intensity Credit Footprint
196530,327875,-5.7281013,-2.340038,2,0,0,0,2,Lower-Intensity Credit Footprint
108516,225874,-5.0802283,-2.9464097,2,0,0,0,2,Lower-Intensity Credit Footprint
13147,115320,-5.820154,-1.9234748,2,0,0,0,2,Lower-Intensity Credit Footprint
287220,432697,-6.406829,-1.8872833,2,0,0,0,1,Larger-Loan Affordability
36254,141979,4.004828,-2.3573444,0,0,0,0,1,Larger-Loan Affordability
23757,127644,-3.6176474,7.240147,6,0,0,0,4,Historical Card-Use Intensity
19968,123291,-5.2301617,-1.9202683,2,0,0,0,2,Lower-Intensity Credit Footprint
65996,176536,2.5845146,4.691575,13,0,-1,1,3,Repayment-Stress History
285492,430644,1.5458775,-1.7102488,0,0,0,0,1,Larger-Loan Affordability
127420,247767,-0.9000937,-2.7581654,0,0,0,0,2,Lower-Intensity Credit Footprint
356067,454687,-1.6524315,6.544053,1,0,0,0,4,Historical Card-Use Intensity
292808,439211,-5.7161326,-1.6407652,2,0,0,0,2,Lower-Intensity Credit Footprint
276184,420043,-3.5717194,7.4879556,6,0,0,0,4,Historical Card-Use Intensity
126127,246260,0.78700155,-3.8100388,0,0,0,0,2,Lower-Intensity Credit Footprint
349686,408392,-5.525368,-2.0526261,2,0,0,0,2,Lower-Intensity Credit Footprint
211007,344531,-0.014130048,-2.9723444,0,0,0,0,2,Lower-Intensity Credit Footprint
116739,235376,-0.44801116,-3.4406943,0,0,0,0,2,Lower-Intensity Credit Footprint
148747,272459,3.6830595,-2.5456266,0,0,0,0,1,Larger-Loan Affordability
325265,228661,-2.7236207,7.881971,6,0,0,0,4,Historical Card-Use Intensity
309164,111747,2.7398462,-2.5143058,0,0,0,0,1,Larger-Loan Affordability
149366,273172,-3.1957333,7.375142,6,0,0,0,4,Historical Card-Use Intensity
183787,313024,1.6275953,-2.22074,0,0,0,0,1,Larger-Loan Affordability
277953,422080,1.7602612,-3.5153863,0,0,0,0,2,Lower-Intensity Credit Footprint
159546,284955,1.9558778,-0.6991676,0,0,0,0,1,Larger-Loan Affordability
267904,410420,-0.65015227,-1.9254637,0,0,0,0,2,Lower-Intensity Credit Footprint
88848,203159,2.802459,-2.9305692,0,0,0,0,1,Larger-Loan Affordability
183451,312633,-3.0085905,7.586534,6,0,0,0,4,Historical Card-Use Intensity
6829,107963,13.208203,0.8727301,7,0,0,0,2,Lower-Intensity Credit Footprint
225117,360749,4.284201,-2.4514544,0,0,0,0,1,Larger-Loan Affordability
133182,254465,3.4580467,-2.000902,0,0,0,0,1,Larger-Loan Affordability
255216,395310,-2.4537,5.8519225,1,0,0,0,4,Historical Card-Use Intensity
327919,248135,1.5372686,-1.1806079,0,0,0,0,0,History-Rich Credit User
341052,344750,2.3638167,-2.904607,0,0,0,0,2,Lower-Intensity Credit Footprint
37466,143401,2.6028707,-2.2316105,0,0,0,0,1,Larger-Loan Affordability
27724,132234,1.0440532,-3.3498032,0,0,0,0,2,Lower-Intensity Credit Footprint
189431,319638,-1.6750712,6.763902,1,0,0,0,4,Historical Card-Use Intensity
249648,388853,0.71495,-2.4647892,0,0,0,0,0,History-Rich Credit User
351773,423687,0.066779725,-2.8397787,0,0,0,0,2,Lower-Intensity Credit Footprint
3421,103995,-1.3546592,6.194162,1,0,0,0,4,Historical Card-Use Intensity
86890,200847,-2.4624603,6.282159,1,0,0,0,4,Historical Card-Use Intensity
250124,389395,0.4855549,-0.381907,0,0,0,0,0,History-Rich Credit User
219579,354379,-3.4937735,7.345632,6,0,0,0,4,Historical Card-Use Intensity
32423,137582,10.1276045,-6.5414705,9,0,0,0,2,Lower-Intensity Credit Footprint
60936,170671,-3.7249267,7.9696403,6,0,0,0,4,Historical Card-Use Intensity
159837,285285,12.9059,1.4069706,7,0,0,0,2,Lower-Intensity Credit Footprint
213223,347089,2.5115056,-2.8853033,0,0,0,0,1,Larger-Loan Affordability
301406,449184,-2.6794786,6.863746,-1,1,0,0,4,Historical Card-Use Intensity
89326,203708,-3.1276164,7.9549537,6,0,0,0,4,Historical Card-Use Intensity
228018,364112,-1.5569122,7.198811,-1,1,0,0,4,Historical Card-Use Intensity
15205,117756,1.663127,-3.2586985,0,0,0,0,0,History-Rich Credit User
136502,258327,2.8853683,-1.9179077,0,0,0,0,1,Larger-Loan Affordability
69160,180212,-0.4182975,-2.4338572,0,0,0,0,2,Lower-Intensity Credit Footprint
188208,318194,0.13968715,-4.0802703,0,0,0,0,2,Lower-Intensity Credit Footprint
318078,176710,-5.4102235,-3.0851002,2,0,0,0,2,Lower-Intensity Credit Footprint
283752,428611,-6.59578,-2.0161748,2,0,0,0,1,Larger-Loan Affordability
132243,253382,-2.0876367,7.586846,-1,1,-1,1,4,Historical Card-Use Intensity
332114,279235,0.14621572,-1.5267136,0,0,0,0,0,History-Rich Credit User
189011,319132,13.177525,1.3319427,7,0,0,0,1,Larger-Loan Affordability
180392,309063,-0.14887023,-1.9418806,0,0,0,0,2,Lower-Intensity Credit Footprint
230661,367174,3.8052046,-3.252098,-1,1,0,0,1,Larger-Loan Affordability
97400,213079,-0.49095052,-3.8047621,0,0,0,0,2,Lower-Intensity Credit Footprint
327254,243353,0.77221763,-1.9917756,0,0,0,0,2,Lower-Intensity Credit Footprint
349984,410269,2.244159,-3.8334606,0,0,0,0,1,Larger-Loan Affordability
168501,295316,2.0865655,-3.7949207,0,0,0,0,0,History-Rich Credit User
992,101148,0.91630477,-1.7165269,0,0,0,0,1,Larger-Loan Affordability
225851,361596,0.079970025,-1.4572234,0,0,0,0,0,History-Rich Credit User
143588,266501,0.8691926,-1.4280365,0,0,0,0,0,History-Rich Credit User
187422,317269,-0.15179005,-1.3798652,0,0,0,0,0,History-Rich Credit User
41542,148098,0.4712223,-4.4116845,0,0,0,0,2,Lower-Intensity Credit Footprint
230905,367448,0.1379639,-2.7883084,0,0,0,0,2,Lower-Intensity Credit Footprint
49505,157310,-0.14728998,-2.4013662,0,0,0,0,2,Lower-Intensity Credit Footprint
326689,239334,3.9240217,-0.89566064,0,0,0,0,1,Larger-Loan Affordability
49604,157423,2.995014,-3.8147466,0,0,0,0,1,Larger-Loan Affordability
325907,233639,-6.629572,-1.7912983,2,0,0,0,1,Larger-Loan Affordability
100752,216976,-4.2638745,-2.024312,-1,1,0,0,2,Lower-Intensity Credit Footprint
56069,164975,1.9800371,-3.8637917,0,0,0,0,0,History-Rich Credit User
224679,360230,0.40301877,-3.5353937,0,0,0,0,2,Lower-Intensity Credit Footprint
101355,217673,13.677208,1.0648391,7,0,0,0,1,Larger-Loan Affordability
77656,190037,1.8245063,-0.87361205,0,0,0,0,1,Larger-Loan Affordability
202553,334807,-0.22384894,-2.3839476,0,0,0,0,2,Lower-Intensity Credit Footprint
155023,279688,-2.0609038,5.8716745,1,0,0,0,2,Lower-Intensity Credit Footprint
217326,351804,13.412552,1.5807074,7,0,0,0,1,Larger-Loan Affordability
79091,191679,0.52462524,-1.5344504,-1,1,0,0,0,History-Rich Credit User
254214,394166,2.1432848,-1.051205,0,0,0,0,1,Larger-Loan Affordability
69503,180610,1.4279888,-1.9080471,0,0,0,0,0,History-Rich Credit User
346420,386549,3.0108285,-3.4044077,0,0,0,0,2,Lower-Intensity Credit Footprint
331359,273503,-2.1409245,-1.3693511,14,0,0,0,0,History-Rich Credit User
250489,389838,0.6881782,-4.508356,0,0,0,0,2,Lower-Intensity Credit Footprint
199786,331608,1.829957,-1.3540235,0,0,0,0,1,Larger-Loan Affordability
198584,330246,3.388061,-1.8665581,0,0,0,0,1,Larger-Loan Affordability
279015,423251,1.0528824,-1.0533633,0,0,0,0,0,History-Rich Credit User
141127,263626,3.042743,-3.4659233,0,0,0,0,1,Larger-Loan Affordability
90186,204706,3.2430449,-0.9475136,0,0,0,0,1,Larger-Loan Affordability
263972,405652,1.196537,-3.393153,0,0,0,0,0,History-Rich Credit User
223774,359181,3.1512036,-1.9208326,0,0,0,0,1,Larger-Loan Affordability
289719,435647,2.5827875,-2.1952574,0,0,0,0,2,Lower-Intensity Credit Footprint
242912,381197,3.4252331,-2.7817752,0,0,0,0,1,Larger-Loan Affordability
24712,128743,0.694991,-1.3676422,0,0,0,0,0,History-Rich Credit User
332016,278637,0.05597498,-2.8824823,0,0,0,0,2,Lower-Intensity Credit Footprint
276312,420173,-5.5729513,-2.484099,2,0,0,0,2,Lower-Intensity Credit Footprint
44954,152074,3.3613646,-3.2903237,0,0,0,0,1,Larger-Loan Affordability
332049,278875,2.1890285,-3.1262417,0,0,0,0,1,Larger-Loan Affordability
80605,193447,1.9915601,2.8929415,11,0,0,0,2,Lower-Intensity Credit Footprint
304853,453197,-3.5725224,7.4426,6,0,0,0,4,Historical Card-Use Intensity
337028,314941,0.9183087,-2.9094958,0,0,0,0,2,Lower-Intensity Credit Footprint
324175,220422,-0.0068603437,-0.98219323,0,0,0,0,0,History-Rich Credit User
68444,179385,1.1295227,-1.766601,0,0,0,0,0,History-Rich Credit User
253730,393593,2.6713705,-2.0043597,0,0,0,0,1,Larger-Loan Affordability
54754,163440,0.97499347,-2.6235185,0,0,0,0,2,Lower-Intensity Credit Footprint
27357,131794,-5.789288,-2.4331858,2,0,0,0,1,Larger-Loan Affordability
12380,114431,4.4377065,-1.7258036,0,0,0,0,1,Larger-Loan Affordability
329721,261464,3.0979311,-2.0491698,0,0,0,0,1,Larger-Loan Affordability
201097,333105,-0.599072,-2.3805082,0,0,0,0,2,Lower-Intensity Credit Footprint
90207,204729,1.3098315,-0.6210326,0,0,0,0,0,History-Rich Credit User
109385,226863,2.617601,-0.95258206,0,0,0,0,1,Larger-Loan Affordability
287224,432704,2.3133032,-2.8850448,0,0,0,0,1,Larger-Loan Affordability
135436,257089,-0.7170058,10.820405,12,0,-1,1,4,Historical Card-Use Intensity
336580,311835,2.0042603,3.3650324,15,0,0,0,3,Repayment-Stress History
21312,124831,-1.321108,6.2359967,1,0,0,0,4,Historical Card-Use Intensity
126795,247049,0.21541965,-0.48791045,0,0,0,0,0,History-Rich Credit User
16095,118773,-2.2773726,6.1099334,1,0,0,0,4,Historical Card-Use Intensity
45311,152485,-1.5743985,6.3526554,1,0,0,0,4,Historical Card-Use Intensity
172145,299498,0.6062422,-2.7232914,0,0,0,0,2,Lower-Intensity Credit Footprint
328590,252990,-0.29495028,-2.5654533,0,0,0,0,2,Lower-Intensity Credit Footprint
107131,224295,3.6851914,-1.9554898,0,0,0,0,1,Larger-Loan Affordability
88052,202219,-0.1250525,-2.1941817,0,0,0,0,0,History-Rich Credit User
193674,324586,-1.600589,6.5952325,1,0,0,0,4,Historical Card-Use Intensity
9374,110900,12.95366,1.3447704,7,0,0,0,2,Lower-Intensity Credit Footprint
