population,applications,population_base,share_of_base,feature,mean,std,mode,mode_share,in_mining_matrix,base_note
History-Rich Credit User,51426,356255,0.14435165822234075,FLAG_EXT_SOURCE_1_MISSING,0.5507525376268814,0.4974223469892311,1.0,0.5507525376268814,True,All applications in the portfolio
History-Rich Credit User,51426,356255,0.14435165822234075,FLAG_EXT_SOURCE_2_MISSING,0.0007778166686112084,0.02787878733625125,0.0,0.9992221833313888,True,All applications in the portfolio
History-Rich Credit User,51426,356255,0.14435165822234075,FLAG_EXT_SOURCE_3_MISSING,0.0934352273169214,0.2910442110245004,0.0,0.9065647726830786,True,All applications in the portfolio
History-Rich Credit User,51426,356255,0.14435165822234075,AMT_REQ_CREDIT_BUREAU_YEAR,3.6345428382530236,2.079637594649084,3.0,0.18673433671683584,True,All applications in the portfolio
History-Rich Credit User,51426,356255,0.14435165822234075,FLAG_NO_BUREAU,0.050752537626881346,0.21949408735972648,0.0,0.9492474623731186,True,All applications in the portfolio
History-Rich Credit User,51426,356255,0.14435165822234075,BUREAU_COUNT,6.958270135729009,5.554332242879708,,,True,All applications in the portfolio
History-Rich Credit User,51426,356255,0.14435165822234075,BUREAU_ACTIVE_RATIO,0.38081575528194306,0.28442105677412777,,,True,All applications in the portfolio
History-Rich Credit User,51426,356255,0.14435165822234075,BUREAU_DEBT_TO_CREDIT_RATIO,0.2834782131723936,0.2786681077821086,,,True,All applications in the portfolio
History-Rich Credit User,51426,356255,0.14435165822234075,BUREAU_DAYS_CREDIT_MEAN,-1034.8710520843972,561.3941000472386,,,True,All applications in the portfolio
History-Rich Credit User,51426,356255,0.14435165822234075,BUREAU_BB_DPD_RATIO_MEAN,0.009632956982071854,0.03992537172188126,,,True,All applications in the portfolio
History-Rich Credit User,51426,356255,0.14435165822234075,BUREAU_BB_SEVERE_DPD_MEAN,0.0014617398165473357,0.019899825494565527,,,True,All applications in the portfolio
History-Rich Credit User,51426,356255,0.14435165822234075,PREV_COUNT,10.770135729008672,5.124540885709371,,,True,All applications in the portfolio
History-Rich Credit User,51426,356255,0.14435165822234075,PREV_APPROVAL_RATE,0.5116614930563692,0.22489082713892275,,,True,All applications in the portfolio
History-Rich Credit User,51426,356255,0.14435165822234075,PREV_REFUSED_COUNT,2.936082915256874,3.105999352774415,,,True,All applications in the portfolio
History-Rich Credit User,51426,356255,0.14435165822234075,INST_DPD_MEAN,0.616547834656246,1.0977458623509961,,,True,All applications in the portfolio
History-Rich Credit User,51426,356255,0.14435165822234075,INST_DPD_MAX,11.063178158907945,26.29099109245343,,,True,All applications in the portfolio
History-Rich Credit User,51426,356255,0.14435165822234075,INST_COUNT,55.45241706529771,35.11456243752136,,,True,All applications in the portfolio
History-Rich Credit User,51426,356255,0.14435165822234075,INST_LATE_RATIO,0.09101923107555122,0.10753146805356206,,,True,All applications in the portfolio
History-Rich Credit User,51426,356255,0.14435165822234075,INST_SEVERE_LATE_RATIO,0.00156803601446805,0.006966649623957395,,,True,All applications in the portfolio
History-Rich Credit User,51426,356255,0.14435165822234075,INST_PAYMENT_RATIO_MEAN,1.7708639402360837,40.68031124976696,,,True,All applications in the portfolio
History-Rich Credit User,51426,356255,0.14435165822234075,POS_SK_DPD_MEAN,4.699266133157951,72.57772835598848,,,True,All applications in the portfolio
History-Rich Credit User,51426,356255,0.14435165822234075,POS_MONTHS_COUNT,53.309687706607555,32.372091040571185,,,True,All applications in the portfolio
History-Rich Credit User,51426,356255,0.14435165822234075,CC_UTILIZATION_MEAN,0.01842296918790184,0.07940171871299351,,,True,All applications in the portfolio
History-Rich Credit User,51426,356255,0.14435165822234075,CC_UTILIZATION_MAX,0.05879233983872948,0.20931914107893226,,,True,All applications in the portfolio
History-Rich Credit User,51426,356255,0.14435165822234075,CC_SK_DPD_MEAN,0.011440481779516048,1.008014857713872,,,True,All applications in the portfolio
History-Rich Credit User,51426,356255,0.14435165822234075,CC_AMT_BALANCE_MEAN,3570.022538546438,16321.56473368017,,,True,All applications in the portfolio
History-Rich Credit User,51426,356255,0.14435165822234075,CC_MONTHS_COUNT,7.393244662233112,16.991677114566738,,,True,All applications in the portfolio
History-Rich Credit User,51426,356255,0.14435165822234075,GOODS_TO_CREDIT,0.9002996375621702,0.10426572948390775,,,False,All applications in the portfolio
History-Rich Credit User,51426,356255,0.14435165822234075,YEARS_BIRTH,45.811950673637185,12.146129962140034,,,False,All applications in the portfolio
History-Rich Credit User,51426,356255,0.14435165822234075,CNT_CHILDREN,0.3715630225955742,0.7009705579939894,0.0,0.7350367518375919,False,All applications in the portfolio
History-Rich Credit User,51426,356255,0.14435165822234075,REGION_RATING_CLIENT_W_CITY,2.031093221327733,0.4856978688620635,2.0,0.7631353789911718,False,All applications in the portfolio
History-Rich Credit User,51426,356255,0.14435165822234075,NAME_EDUCATION_TYPE,1.4789989499474974,0.8547822958393413,1.0,0.7291253451561467,False,All applications in the portfolio
History-Rich Credit User,51426,356255,0.14435165822234075,NAME_INCOME_TYPE_FREQ,0.3471223949858381,0.16588366540787164,0.51453876,0.4826741337066853,False,All applications in the portfolio
History-Rich Credit User,51426,356255,0.14435165822234075,ORGANIZATION_TYPE_FREQ,0.143955902402034,0.09503168933740735,0.27434,0.26395208649321356,False,All applications in the portfolio
History-Rich Credit User,51426,356255,0.14435165822234075,DEF_30_CNT_SOCIAL_CIRCLE_BIN,0.1517131412126162,0.42572444641269036,0.0,0.8745576167697274,False,All applications in the portfolio
History-Rich Credit User,51426,356255,0.14435165822234075,CODE_GENDER,0.6786839341967098,0.4669863940677119,1.0,0.6786839341967098,False,All applications in the portfolio
History-Rich Credit User,51426,356255,0.14435165822234075,SOURCE_EXT_SOURCE_1,0.5116911450601637,0.2096384109425209,,,False,All applications in the portfolio
History-Rich Credit User,51426,356255,0.14435165822234075,SOURCE_EXT_SOURCE_2,0.5125449767658327,0.18833458064309222,,,False,All applications in the portfolio
History-Rich Credit User,51426,356255,0.14435165822234075,SOURCE_EXT_SOURCE_3,0.45185672472222904,0.19574230691013728,,,False,All applications in the portfolio
History-Rich Credit User,51426,356255,0.14435165822234075,SOURCE_AMT_INCOME_TOTAL,191257.92745887293,105574.70684512697,,,False,All applications in the portfolio
History-Rich Credit User,51426,356255,0.14435165822234075,SOURCE_AMT_REQ_CREDIT_BUREAU_MON,0.26021856648387975,0.9135692384239472,0.0,0.8418893166880567,False,All applications in the portfolio
History-Rich Credit User,51426,356255,0.14435165822234075,SOURCE_AMT_REQ_CREDIT_BUREAU_QRT,0.39935052308170965,1.3696873824591818,0.0,0.7320810484968693,False,All applications in the portfolio
History-Rich Credit User,51426,356255,0.14435165822234075,SOURCE_AMT_REQ_CREDIT_BUREAU_YEAR,3.66306926457434,2.1594351029777163,,,False,All applications in the portfolio
History-Rich Credit User,51426,356255,0.14435165822234075,SOURCE_AMT_CREDIT,524917.4355967798,310349.96469151886,,,False,All applications in the portfolio
History-Rich Credit User,51426,356255,0.14435165822234075,SOURCE_AMT_ANNUITY,27155.287801890096,13249.562695518382,,,False,All applications in the portfolio
History-Rich Credit User,51426,356255,0.14435165822234075,SOURCE_AMT_GOODS_PRICE,472126.7930521526,286288.6548957519,,,False,All applications in the portfolio
Larger-Loan Affordability,122395,356255,0.34356009038469637,AMT_INCOME_TOTAL,179746.54399640506,89685.76913465795,,,True,All applications in the portfolio
Larger-Loan Affordability,122395,356255,0.34356009038469637,AMT_CREDIT,906336.6925650558,376102.62013502454,,,True,All applications in the portfolio
Larger-Loan Affordability,122395,356255,0.34356009038469637,AMT_ANNUITY,37225.97816904285,14708.848517978864,,,True,All applications in the portfolio
Larger-Loan Affordability,122395,356255,0.34356009038469637,CREDIT_TO_INCOME,5.8101588471539785,2.8129693357969296,,,True,All applications in the portfolio
Larger-Loan Affordability,122395,356255,0.34356009038469637,ANNUITY_TO_INCOME,0.23674308866707344,0.10261926466300009,,,True,All applications in the portfolio
Larger-Loan Affordability,122395,356255,0.34356009038469637,CREDIT_TO_ANNUITY,25.39067326555864,7.58166172898206,,,True,All applications in the portfolio
Larger-Loan Affordability,122395,356255,0.34356009038469637,YEARS_EMPLOYED,7.196168053894698,6.838505531531866,,,True,All applications in the portfolio
Larger-Loan Affordability,122395,356255,0.34356009038469637,FLAG_SENTINEL_EMPLOYED,0.16813595326606479,0.37398849880651597,0.0,0.8318640467339352,True,All applications in the portfolio
Larger-Loan Affordability,122395,356255,0.34356009038469637,NAME_CONTRACT_TYPE,0.9771886106458597,0.1493024179143088,1.0,0.9771886106458597,True,All applications in the portfolio
Larger-Loan Affordability,122395,356255,0.34356009038469637,OWN_CAR_AGE,4.399722210874628,9.052577759817753,,,True,All applications in the portfolio
Larger-Loan Affordability,122395,356255,0.34356009038469637,FLAG_NO_CAR,0.6207443114506311,0.4852038074039006,1.0,0.6207443114506311,True,All applications in the portfolio
Larger-Loan Affordability,122395,356255,0.34356009038469637,FLAG_NO_HOUSING_DATA,0.4697169002001716,0.49908413013996217,0.0,0.5302830997998285,True,All applications in the portfolio
Larger-Loan Affordability,122395,356255,0.34356009038469637,EXT_SOURCE_1,0.5227709612995741,0.13750199702569427,,,True,All applications in the portfolio
Larger-Loan Affordability,122395,356255,0.34356009038469637,EXT_SOURCE_2,0.5413941567051587,0.179963305852309,,,True,All applications in the portfolio
Larger-Loan Affordability,122395,356255,0.34356009038469637,EXT_SOURCE_3,0.5424628702116894,0.1645296559496755,,,True,All applications in the portfolio
Larger-Loan Affordability,122395,356255,0.34356009038469637,FLAG_EXT_SOURCE_1_MISSING,0.541312962130806,0.498292351736365,1.0,0.541312962130806,True,All applications in the portfolio
Larger-Loan Affordability,122395,356255,0.34356009038469637,FLAG_EXT_SOURCE_2_MISSING,0.001985375219575963,0.04451347766451485,0.0,0.998014624780424,True,All applications in the portfolio
Larger-Loan Affordability,122395,356255,0.34356009038469637,FLAG_EXT_SOURCE_3_MISSING,0.1996159973855141,0.3997133427135768,0.0,0.8003840026144858,True,All applications in the portfolio
Larger-Loan Affordability,122395,356255,0.34356009038469637,AMT_REQ_CREDIT_BUREAU_YEAR,1.199256505576208,1.233683257819159,1.0,0.376551329711181,True,All applications in the portfolio
Larger-Loan Affordability,122395,356255,0.34356009038469637,FLAG_NO_BUREAU,0.1434617427182483,0.35054454077780656,0.0,0.8565382572817517,True,All applications in the portfolio
Larger-Loan Affordability,122395,356255,0.34356009038469637,BUREAU_COUNT,4.539441970668737,4.138381544317971,,,True,All applications in the portfolio
Larger-Loan Affordability,122395,356255,0.34356009038469637,BUREAU_ACTIVE_RATIO,0.33172693531738146,0.31257018309709694,,,True,All applications in the portfolio
Larger-Loan Affordability,122395,356255,0.34356009038469637,BUREAU_DEBT_TO_CREDIT_RATIO,0.21457191888988045,0.5725601292204189,,,True,All applications in the portfolio
Larger-Loan Affordability,122395,356255,0.34356009038469637,BUREAU_DAYS_CREDIT_MEAN,-979.2211280777528,653.6881301166173,,,True,All applications in the portfolio
Larger-Loan Affordability,122395,356255,0.34356009038469637,BUREAU_BB_DPD_RATIO_MEAN,0.004565992408159053,0.02598606438572108,,,True,All applications in the portfolio
Larger-Loan Affordability,122395,356255,0.34356009038469637,BUREAU_BB_SEVERE_DPD_MEAN,0.0005534447945339852,0.012900905640861144,,,True,All applications in the portfolio
Larger-Loan Affordability,122395,356255,0.34356009038469637,PREV_COUNT,2.9613464602312187,2.2206835907965683,,,True,All applications in the portfolio
Larger-Loan Affordability,122395,356255,0.34356009038469637,PREV_APPROVAL_RATE,0.7518454812566014,0.31900662588443307,,,True,All applications in the portfolio
Larger-Loan Affordability,122395,356255,0.34356009038469637,PREV_REFUSED_COUNT,0.2564565545978185,0.6456464711576516,0.0,0.8234405000204257,True,All applications in the portfolio
Larger-Loan Affordability,122395,356255,0.34356009038469637,INST_DPD_MEAN,0.3856982730298405,1.0068001185800495,,,True,All applications in the portfolio
Larger-Loan Affordability,122395,356255,0.34356009038469637,INST_DPD_MAX,4.346452060950202,12.710378128352046,,,True,All applications in the portfolio
Larger-Loan Affordability,122395,356255,0.34356009038469637,INST_COUNT,21.163013194983456,18.63571911593702,,,True,All applications in the portfolio
Larger-Loan Affordability,122395,356255,0.34356009038469637,INST_LATE_RATIO,0.05715947100658763,0.10525437931545872,,,True,All applications in the portfolio
Larger-Loan Affordability,122395,356255,0.34356009038469637,INST_SEVERE_LATE_RATIO,0.0008350553557679583,0.00603649521995872,,,True,All applications in the portfolio
Larger-Loan Affordability,122395,356255,0.34356009038469637,INST_PAYMENT_RATIO_MEAN,1.2510727951486365,24.428663810641094,,,True,All applications in the portfolio
Larger-Loan Affordability,122395,356255,0.34356009038469637,POS_SK_DPD_MEAN,1.987717334059367,46.553470859244435,,,True,All applications in the portfolio
Larger-Loan Affordability,122395,356255,0.34356009038469637,POS_MONTHS_COUNT,21.09639282650435,17.235810493544776,,,True,All applications in the portfolio
Larger-Loan Affordability,122395,356255,0.34356009038469637,CC_UTILIZATION_MEAN,0.0051770024518575835,0.03752112034464867,,,True,All applications in the portfolio
Larger-Loan Affordability,122395,356255,0.34356009038469637,CC_UTILIZATION_MAX,0.017975728305054377,0.11158437132828232,,,True,All applications in the portfolio
Larger-Loan Affordability,122395,356255,0.34356009038469637,CC_SK_DPD_MEAN,0.025029438444529917,3.2103185455531484,,,True,All applications in the portfolio
Larger-Loan Affordability,122395,356255,0.34356009038469637,CC_AMT_BALANCE_MEAN,1073.1557797009486,8128.075225794412,,,True,All applications in the portfolio
Larger-Loan Affordability,122395,356255,0.34356009038469637,CC_MONTHS_COUNT,3.1554393561828507,12.25528994726331,,,True,All applications in the portfolio
Larger-Loan Affordability,122395,356255,0.34356009038469637,GOODS_TO_CREDIT,0.8972407951274307,0.08514524882995354,,,False,All applications in the portfolio
Larger-Loan Affordability,122395,356255,0.34356009038469637,YEARS_BIRTH,44.644515763301726,11.09072716206509,,,False,All applications in the portfolio
Larger-Loan Affordability,122395,356255,0.34356009038469637,CNT_CHILDREN,0.42363658646186525,0.7252685745627919,0.0,0.6960333346950447,False,All applications in the portfolio
Larger-Loan Affordability,122395,356255,0.34356009038469637,REGION_RATING_CLIENT_W_CITY,2.004125985538625,0.5253428097062364,2.0,0.7240001634053679,False,All applications in the portfolio
Larger-Loan Affordability,122395,356255,0.34356009038469637,NAME_EDUCATION_TYPE,1.5957596307038686,0.916557211428963,1.0,0.6727317292373054,False,All applications in the portfolio
Larger-Loan Affordability,122395,356255,0.34356009038469637,NAME_INCOME_TYPE_FREQ,0.3513901231660294,0.1678168525628779,0.51453876,0.49896646104824544,False,All applications in the portfolio
Larger-Loan Affordability,122395,356255,0.34356009038469637,ORGANIZATION_TYPE_FREQ,0.1398181475875812,0.09769011774221738,0.27434,0.2765227337718044,False,All applications in the portfolio
Larger-Loan Affordability,122395,356255,0.34356009038469637,DEF_30_CNT_SOCIAL_CIRCLE_BIN,0.1240165039421545,0.3834338701905515,0.0,0.8951754565137465,False,All applications in the portfolio
Larger-Loan Affordability,122395,356255,0.34356009038469637,CODE_GENDER,0.6636218799787573,0.4724719084123564,1.0,0.6636218799787573,False,All applications in the portfolio
Larger-Loan Affordability,122395,356255,0.34356009038469637,SOURCE_EXT_SOURCE_1,0.5423802767160535,0.2012695123520221,,,False,All applications in the portfolio
Larger-Loan Affordability,122395,356255,0.34356009038469637,SOURCE_EXT_SOURCE_2,0.5413474971193137,0.18013917741936872,,,False,All applications in the portfolio
Larger-Loan Affordability,122395,356255,0.34356009038469637,SOURCE_EXT_SOURCE_3,0.5447027940740661,0.18383745372854962,,,False,All applications in the portfolio
Larger-Loan Affordability,122395,356255,0.34356009038469637,SOURCE_AMT_INCOME_TOTAL,183706.68076669797,133014.01706232093,,,False,All applications in the portfolio
Larger-Loan Affordability,122395,356255,0.34356009038469637,SOURCE_AMT_REQ_CREDIT_BUREAU_MON,0.21043343273826545,0.8395566914909968,,,False,All applications in the portfolio
